article_no	article_author	exp	design	dep_var	sample_id	condition	mean	st_dev	reprt_est_means	raw_stats	cond_collapsed_over	cond_type	pairing	part_per_cond	stimuli_per_cond	memory_test	learning_type	stimuli_type	stimuli_relation	encode_type	manip_design	gen_task	gen_diff	memory_type	present_style	divided_attn	self_pace	filler_task	age_grp	retention_delay	gen_difficulty	gen_constraint_cons	gen_constraint_AF	gen_constraint_AS	gen_constraint_MPM	gen_task_orig	Notes
344	mulligan_2004	7	2-way	context_recognition	1	read	0.63		1	2	0	2	459	32	22	1	2	2	3	4	1	5		3	1	2	2	1	1	1						8	
344	mulligan_2004	8	2-way	item_recognition	1	generate	0.84		1	1	0	1	460	48	22	1	2	2	3	4	1	5		6	1	2	2	1	1	1		3	3	3	3	8	
344	mulligan_2004	8	2-way	item_recognition	1	read	0.52		1	1	0	2	460	48	22	1	2	2	3	4	1	5		6	1	2	2	1	1	1						8	
344	mulligan_2004	8	2-way	context_recognition	1	generate	0.53		1	2	0	1	461	48	22	1	1	2	3	4	1	5		3	1	2	2	1	1	1		3	3	3	3	8	
344	mulligan_2004	8	2-way	context_recognition	1	read	0.56		1	2	0	2	461	48	22	1	1	2	3	4	1	5		3	1	2	2	1	1	1						8	
344	mulligan_2004	9	2-way	item_recognition	1	generate	0.86		1	1	0	1	462	48	22	1	2	2	3	4	1	5		6	1	2	2	1	1	1		3	3	3	3	8	
344	mulligan_2004	9	2-way	item_recognition	1	read	0.6		1	1	0	2	462	48	22	1	2	2	3	4	1	5		6	1	2	2	1	1	1						8	
344	mulligan_2004	9	2-way	context_recognition	1	generate	0.56		1	2	0	1	463	48	22	1	1	2	3	4	1	5		3	1	2	2	1	1	1		3	3	3	3	8	
344	mulligan_2004	9	2-way	context_recognition	1	read	0.63		1	2	0	2	463	48	22	1	1	2	3	4	1	5		3	1	2	2	1	1	1						8	
344	mulligan_2004	10a	2-way	item_recognition	1	generate	0.89		1	1	0	1	464	32	60	1	2	2	2	4	1	5		6	1	2	2	1	1	1		3	3	3	2	8	
344	mulligan_2004	10a	2-way	item_recognition	1	read	0.67		1	1	0	2	464	32	60	1	2	2	2	4	1	5		6	1	2	2	1	1	1						8	
344	mulligan_2004	10a	2-way	context_recognition	1	generate	0.623		1	2	0	1	465	32	60	1	1	2	2	4	1	5		3	1	2	2	1	1	1		3	3	3	2	8	
344	mulligan_2004	10a	2-way	context_recognition	1	read	0.7		1	2	0	2	465	32	60	1	1	2	2	4	1	5		3	1	2	2	1	1	1						8	
344	mulligan_2004	10b	2-way	item_recognition	1	generate	0.92		1	1	0	1	466	48	30	1	2	2	2	3	1	5		1	1	2	2	1	1	1		3	3	3	2	8	
344	mulligan_2004	10b	2-way	item_recognition	1	read	0.72		1	1	0	2	466	48	30	1	2	2	2	3	1	5		1	1	2	2	1	1	1						8	
344	mulligan_2004	10b	2-way	context_recognition	1	generate	0.598		1	2	0	1	467	48	30	1	1	2	2	3	1	5		3	1	2	2	1	1	1		3	3	3	2	8	
344	mulligan_2004	10b	2-way	context_recognition	1	read	0.66		1	2	0	2	467	48	30	1	1	2	2	3	1	5		3	1	2	2	1	1	1						8	
344	mulligan_2004	11	2-way	item_recognition	1	generate	0.95		1	1	0	1	468	52	30	1	2	2	2	3	1	5		1	1	2	2	1	1	1		3	3	3	2	8	
344	mulligan_2004	11	2-way	item_recognition	1	read	0.76		1	1	0	2	468	52	30	1	2	2	2	3	1	5		1	1	2	2	1	1	1						8	
344	mulligan_2004	11	2-way	context_recognition	1	generate	0.622		1	2	0	1	469	52	30	1	1	2	2	3	1	5		8	1	2	2	1	1	1		3	3	3	2	8	
344	mulligan_2004	11	2-way	context_recognition	1	read	0.63		1	2	0	2	469	52	30	1	1	2	2	3	1	5		8	1	2	2	1	1	1						8	
345	taconnat_etal_2004	1	2x3	item_free_recall	1	young_rhyme_generate	0.37	0.1	1	1	0	1	470	10	10	3	2	2	5	1	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
345	taconnat_etal_2004	1	2x3	item_free_recall	1	young_rhyme_read	0.26	0.09	1	1	0	2	470	10	10	3	2	2	5	1	1	5		1	1	2	2	1	1	1						8	
345	taconnat_etal_2004	1	2x3	item_free_recall	2	young_assoc_generate	0.58	0.05	1	1	0	1	471	10	10	3	2	2	1	1	1	5		1	1	2	2	1	1	1		2	3	3	3	8	
345	taconnat_etal_2004	1	2x3	item_free_recall	2	young_assoc_read	0.36	0.08	1	1	0	2	471	10	10	3	2	2	1	1	1	5		1	1	2	2	1	1	1						8	
345	taconnat_etal_2004	1	2x3	item_free_recall	3	old_rhyme_generate	0.14	0.08	1	1	0	1	472	10	10	3	2	2	5	1	1	5		1	1	2	2	1	2	1		3	3	3	3	8	
345	taconnat_etal_2004	1	2x3	item_free_recall	3	old_rhyme_read	0.16	0.05	1	1	0	2	472	10	10	3	2	2	5	1	1	5		1	1	2	2	1	2	1						8	
345	taconnat_etal_2004	1	2x3	item_free_recall	4	old_assoc_generate	0.43	0.07	1	1	0	1	473	10	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1		2	3	3	3	8	
345	taconnat_etal_2004	1	2x3	item_free_recall	4	old_assoc_read	0.25	0.1	1	1	0	2	473	10	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1						8	
345	taconnat_etal_2004	1	2x3	item_free_recall	5	veryold_rhyme_generate	0.13	0.08	1	1	0	1	474	10	10	3	2	2	5	1	1	5		1	1	2	2	1	2	1		3	3	3	3	8	
345	taconnat_etal_2004	1	2x3	item_free_recall	5	veryold_rhyme_read	0.14	0.04	1	1	0	2	474	10	10	3	2	2	5	1	1	5		1	1	2	2	1	2	1				3		8	
345	taconnat_etal_2004	1	2x3	item_free_recall	6	veryold_assoc_generate	0.35	0.07	1	1	0	1	475	10	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1		2	3	3	3	8	
345	taconnat_etal_2004	1	2x3	item_free_recall	6	veryold_assoc_read	0.15	0.03	1	1	0	2	475	10	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1				3		8	
345	taconnat_etal_2004	2	2x3	item_free_recall	1	young_anagram_generate	0.37	0.1	1	1	0	1	476	18	10	3	2	2	99	1	1	1		1	1	2	2	1	1	1		2	3	2	3	1	
345	taconnat_etal_2004	2	2x3	item_free_recall	1	young_anagram_read	0.16	0.03	1	1	0	2	476	18	10	3	2	2	99	1	1	1		1	1	2	2	1	1	1						1	
345	taconnat_etal_2004	2	2x3	item_free_recall	1	young_assoc_generate	0.48	0.1	1	1	0	1	477	18	10	3	2	2	1	1	1	5		1	1	2	2	1	1	1		2	3	2	3	8	
345	taconnat_etal_2004	2	2x3	item_free_recall	1	young_assoc_read	0.29	0.09	1	1	0	2	477	18	10	3	2	2	1	1	1	5		1	1	2	2	1	1	1						8	
345	taconnat_etal_2004	2	2x3	item_free_recall	2	old_anagram_generate	0.15	0.09	1	1	0	1	478	20	10	3	2	2	99	1	1	1		1	1	2	2	1	2	1		2	3	2	3	1	
345	taconnat_etal_2004	2	2x3	item_free_recall	2	old_anagram_read	0.12	0.05	1	1	0	2	478	20	10	3	2	2	99	1	1	1		1	1	2	2	1	2	1						1	
345	taconnat_etal_2004	2	2x3	item_free_recall	2	old_assoc_generate	0.39	0.07	1	1	0	1	479	20	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1		2	3	2	3	8	
345	taconnat_etal_2004	2	2x3	item_free_recall	2	old_assoc_read	0.13	0.06	1	1	0	2	479	20	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1						8	
345	taconnat_etal_2004	2	2x3	item_free_recall	3	veryold_anagram_generate	0.11	0.03	1	1	0	1	480	18	10	3	2	2	99	1	1	1		1	1	2	2	1	2	1		2	3	2	3	1	
345	taconnat_etal_2004	2	2x3	item_free_recall	3	veryold_anagram_read	0.09	0.04	1	1	0	2	480	18	10	3	2	2	99	1	1	1		1	1	2	2	1	2	1				2		1	
345	taconnat_etal_2004	2	2x3	item_free_recall	3	veryold_assoc_generate	0.27	0.08	1	1	0	1	481	18	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1		2	3	2	3	8	
345	taconnat_etal_2004	2	2x3	item_free_recall	3	veryold_assoc_read	0.09	0.04	1	1	0	2	481	18	10	3	2	2	1	1	1	5		1	1	2	2	1	2	1				2		8	
345	taconnat_etal_2004	3	2x2	item_cued_recall	1	young_rhymecues_generate	0.51	0.16	1	1	0	1	482	18	10	2	2	2	5	1	1	1		1	1	2	2	1	1	1		3	3	3	3	1	
345	taconnat_etal_2004	3	2x2	item_cued_recall	1	young_rhymecues_read	0.37	0.13	1	1	0	2	482	18	10	2	2	2	5	1	1	1		1	1	2	2	1	1	1						1	
345	taconnat_etal_2004	3	2x2	item_cued_recall	1	young_assoccues_generate	0.53	0.14	1	1	0	1	483	18	10	2	2	2	5	1	1	5		1	1	2	2	1	1	1		2	3	3	3	8	
345	taconnat_etal_2004	3	2x2	item_cued_recall	1	young_assoccues_read	0.32	0.09	1	1	0	2	483	18	10	2	2	2	5	1	1	5		1	1	2	2	1	1	1						8	
345	taconnat_etal_2004	3	2x2	item_cued_recall	2	old_rhymecues_generate	0.38	0.08	1	1	0	1	484	18	10	2	2	2	5	1	1	1		1	1	2	2	1	2	1		3	3	3	3	1	
345	taconnat_etal_2004	3	2x2	item_cued_recall	2	old_rhymecues_read	0.26	0.11	1	1	0	2	484	18	10	2	2	2	5	1	1	1		1	1	2	2	1	2	1						1	
345	taconnat_etal_2004	3	2x2	item_cued_recall	2	old_assoccues_generate	0.25	0.06	1	1	0	1	485	18	10	2	2	2	5	1	1	5		1	1	2	2	1	2	1		2	3	3	3	8	
345	taconnat_etal_2004	3	2x2	item_cued_recall	2	old_assoccues_read	0.25	0.07	1	1	0	2	485	18	10	2	2	2	5	1	1	5		1	1	2	2	1	2	1						8	
345	taconnat_etal_2004	4	2-way	item_cued_recall	1	young_rhymecues_generate	0.42	0.09	1	1	0	1	486	18	10	2	2	2	5	1	1	1		1	1	1	2	1	1	1		3	3	3	3	1	
345	taconnat_etal_2004	4	2-way	item_cued_recall	1	young_rhymecues_read	0.21	0.11	1	1	0	2	486	18	10	2	2	2	5	1	1	1		1	1	1	2	1	1	1						1	
345	taconnat_etal_2004	4	2-way	item_cued_recall	1	young_assoccues_generate	0.23	0.02	1	1	0	1	487	18	10	2	2	2	5	1	1	5		1	1	1	2	1	1	1		2	3	3	3	8	
345	taconnat_etal_2004	4	2-way	item_cued_recall	1	young_assoccues_read	0.19	0.05	1	1	0	2	487	18	10	2	2	2	5	1	1	5		1	1	1	2	1	1	1						8	
345	taconnat_etal_2004	5	2x3	item_free_recall	1	young_rhyme_generate	0.16	0.03	1	1	0	1	488	10	10	3	2	2	5	1	1	5		1	1	1	2	1	1	1		3	3	3	3	8	
345	taconnat_etal_2004	5	2x3	item_free_recall	1	young_rhyme_read	0.155	0.03	1	1	0	2	488	10	10	3	2	2	5	1	1	5		1	1	1	2	1	1	1						8	
345	taconnat_etal_2004	5	2x3	item_free_recall	2	young_assoc_generate	0.41	0.09	1	1	0	1	489	10	10	3	2	2	1	1	1	5		1	1	1	2	1	1	1		2	3	3	3	8	
345	taconnat_etal_2004	5	2x3	item_free_recall	2	young_assoc_read	0.18	0.05	1	1	0	2	489	10	10	3	2	2	1	1	1	5		1	1	1	2	1	1	1						8	
345	taconnat_etal_2004	5	2x3	item_free_recall	3	old_rhyme_generate	0.1	0.04	1	1	0	1	490	10	10	3	2	2	5	1	1	5		1	1	1	2	1	2	1		3	3	3	3	8	
345	taconnat_etal_2004	5	2x3	item_free_recall	3	old_rhyme_read	0.09	0.03	1	1	0	2	490	10	10	3	2	2	5	1	1	5		1	1	1	2	1	2	1						8	
345	taconnat_etal_2004	5	2x3	item_free_recall	4	old_assoc_generate	0.39	0.08	1	1	0	1	491	10	10	3	2	2	1	1	1	5		1	1	1	2	1	2	1		2	3	3	3	8	
345	taconnat_etal_2004	5	2x3	item_free_recall	4	old_assoc_read	0.11	0.04	1	1	0	2	491	10	10	3	2	2	1	1	1	5		1	1	1	2	1	2	1						8	
345	taconnat_etal_2004	5	2x3	item_free_recall	5	veryold_rhyme_generate	0.09	0.04	1	1	0	1	492	10	10	3	2	2	5	1	1	5		1	1	1	2	1	2	1		3	3	3	3	8	
345	taconnat_etal_2004	5	2x3	item_free_recall	5	veryold_rhyme_read	0.07	0.02	2	1	0	2	492	10	10	3	2	2	5	1	1	5		1	1	1	2	1	2	1				3		8	
345	taconnat_etal_2004	5	2x3	item_free_recall	6	veryold_assoc_generate	0.33	0.09	1	1	0	1	493	10	10	3	2	2	1	1	1	5		1	1	1	2	1	2	1		2	3	3	3	8	
345	taconnat_etal_2004	5	2x3	item_free_recall	6	veryold_assoc_read	0.06	0.03	2	1	0	2	493	10	10	3	2	2	1	1	1	5		1	1	1	2	2	2	1				3		8	
346	geghman_multhaup_2004	1	paired-samples	item_free_recall	1	Generate	0.61	0.15	1	1	0	1	315	30	12	3	2	7	8	1	1	99		1	1	2	2	2	1	1		2	2	2	3	1	
346	geghman_multhaup_2004	1	paired-samples	item_free_recall	1	Presented	0.38	0.16	1	1	0	2	315	30	12	3	2	7	8	1	1	99		1	1	2	2	2	1	1						1	
346	geghman_multhaup_2004	1	paired-samples	context_recognition	1	Generate	0.73	0.18	1	3	0	1	316	30	12	1	2	7	8	1	1	99		2	1	2	2	2	1	1		2	2	2	3	1	
346	geghman_multhaup_2004	1	paired-samples	context_recognition	1	Presented	0.53	0.25	1	3	0	2	316	30	12	1	2	7	8	1	1	99		2	1	2	2	2	1	1						1	
346	geghman_multhaup_2004	2	paired-samples	item_free_recall	1	Generate	0.65	0.14	1	1	0	1	317	56	12	3	2	7	8	1	1	99		1	1	2	2	2	1	1		2	2	2	3	1	
346	geghman_multhaup_2004	2	paired-samples	item_free_recall	1	Presented	0.31	0.14	1	1	0	2	317	56	12	3	2	7	8	1	1	99		1	1	2	2	2	1	1						1	
346	geghman_multhaup_2004	2	paired-samples	context_recognition	1	Generate	0.81	0.14	1	3	0	1	318	56	12	1	2	7	8	1	1	99		2	1	2	2	2	1	1		2	2	2	3	1	
346	geghman_multhaup_2004	2	paired-samples	context_recognition	1	Presented	0.54	0.27	1	3	0	2	318	56	12	1	2	7	8	1	1	99		2	1	2	2	2	1	1						1	
362	leynes_etal_2005	1	2-way	item_recognition	1	generate	0.93	0.05	1	1	0	1	494	22	50	1	2	2	1	1	1	3		1	1	2	1	2	1	1		2	2	2	2	3	
362	leynes_etal_2005	1	2-way	item_recognition	1	listen	0.83	0.07	1	1	0	2	494	22	50	1	2	2	1	1	1	3		1	1	2	1	2	1	1						3	
362	leynes_etal_2005	1	2-way	source_recognition	1	generate	0.78	0.08	1	1	0	1	495	22	50	1	2	2	1	1	1	3		2	1	2	1	2	1	1		2	2	2	2	3	
362	leynes_etal_2005	1	2-way	source_recognition	1	listen	0.68	0.12	1	1	0	2	495	22	50	1	2	2	1	1	1	3		2	1	2	1	2	1	1						3	
404	mulligan_lozito_2006	1	2-way	item_recognition	1	generate	0.89		1	1	0	1	496	12	20	1	2	1	9	1	2	1		1	2	2	1	1	1	1		1	1	1	2	1	
404	mulligan_lozito_2006	1	2-way	item_recognition	2	read	0.74		1	1	0	2	496	12	20	1	2	1	9	1	2	1		1	2	2	1	1	1	1						1	
404	mulligan_lozito_2006	2	2-way	item_recognition	1	generate	0.86		1	1	0	1	497	16	20	1	2	1	9	1	2	1		1	2	2	1	1	1	1		1	1	1	2	1	
404	mulligan_lozito_2006	2	2-way	item_recognition	2	read	0.7		1	1	0	2	497	16	20	1	2	1	9	1	2	1		1	2	2	1	1	1	1						1	
434	mulligan_etal_2006	1	2-way	item_recognition	1	generate	0.84		1	1	0	1	498	28	22	1	2	2	3	4	1	5		1	1	2	2	1	1	1		3	3	2	3	8	
434	mulligan_etal_2006	1	2-way	item_recognition	1	read	0.51		1	1	0	2	498	28	22	1	2	2	3	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	1	2-way	context_recognition	1	generate	0.59		1	2	0	1	499	28	22	1	2	2	3	4	1	5		4	1	2	2	1	1	1		3	3	2	3	8	
434	mulligan_etal_2006	1	2-way	context_recognition	1	read	0.7		1	2	0	2	499	28	22	1	2	2	3	4	1	5		4	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2a	2-way	item_recognition	1	generate	0.73		1	1	0	1	500	24	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2a	2-way	item_recognition	1	read	0.57		1	1	0	2	500	24	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2a	2-way	context_recognition	1	generate	0.6		1	2	0	1	501	24	24	1	2	2	5	4	1	5		3	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2a	2-way	context_recognition	1	read	0.7		1	2	0	2	501	24	24	1	2	2	5	4	1	5		3	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2b	2-way	item_recognition	1	generate	0.79		1	1	0	1	502	28	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2b	2-way	item_recognition	1	read	0.64		1	1	0	2	502	28	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2b	2-way	context_recognition	1	generate	0.61		1	2	0	1	503	28	24	1	2	2	5	4	1	5		4	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2b	2-way	context_recognition	1	read	0.7		1	2	0	2	503	28	24	1	2	2	5	4	1	5		4	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2c	2-way	item_recognition	1	generate	0.83		1	1	0	1	504	40	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2c	2-way	item_recognition	1	read	0.7		1	1	0	2	504	40	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2c	2-way	context_recognition	1	generate	0.62		1	2	0	1	505	40	24	1	2	2	5	4	1	5		8	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2c	2-way	context_recognition	1	read	0.63		1	2	0	2	505	40	24	1	2	2	5	4	1	5		8	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2d	2-way	item_recognition	1	generate	0.84		1	1	0	1	506	28	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2d	2-way	item_recognition	1	read	0.68		1	1	0	2	506	28	24	1	2	2	5	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	2d	2-way	context_recognition	1	generate	0.67		1	2	0	1	507	28	24	1	2	2	5	4	1	5		7	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	2d	2-way	context_recognition	1	read	0.66		1	2	0	2	507	28	24	1	2	2	5	4	1	5		7	1	2	2	1	1	1						8	
434	mulligan_etal_2006	4a	2-way	item_recognition	1	generate	0.71		1	1	0	1	508	32	20	1	2	3	5	4	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	4a	2-way	item_recognition	1	read	0.72		1	1	0	2	508	32	20	1	2	3	5	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	4a	2-way	context_recognition	1	generate	0.55		1	2	0	1	509	32	20	1	2	3	5	4	1	5		3	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	4a	2-way	context_recognition	1	read	0.63		1	2	0	2	509	32	20	1	2	3	5	4	1	5		3	1	2	2	1	1	1						8	
434	mulligan_etal_2006	4b	2-way	item_recognition	1	generate	0.62		1	1	0	1	510	34	20	1	2	3	5	4	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	4b	2-way	item_recognition	1	read	0.66		1	1	0	2	510	34	20	1	2	3	5	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	4b	2-way	context_recognition	1	generate	0.53		1	2	0	1	511	34	20	1	2	3	5	4	1	5		4	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	4b	2-way	context_recognition	1	read	0.63		1	2	0	2	511	34	20	1	2	3	5	4	1	5		4	1	2	2	1	1	1						8	
434	mulligan_etal_2006	5	2-way	item_recognition	1	generate	0.63		1	1	0	1	512	40	20	1	2	3	5	4	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	5	2-way	item_recognition	1	read	0.66		1	1	0	2	512	40	20	1	2	3	5	4	1	5		1	1	2	2	1	1	1						8	
434	mulligan_etal_2006	5	2-way	context_recognition	1	generate	0.62		1	2	0	1	513	40	20	1	2	3	5	4	1	5		8	1	2	2	1	1	1		3	3	3	3	8	
434	mulligan_etal_2006	5	2-way	context_recognition	1	read	0.6		1	2	0	2	513	40	20	1	2	3	5	4	1	5		8	1	2	2	1	1	1						8	
434	mulligan_etal_2006	6a	2-way	item_recognition	1	generate	0.86		1	1	0	1	514	32	25	1	2	1	9	4	1	2		1	1	2	2	1	1	1		2	2	1	2	2	
434	mulligan_etal_2006	6a	2-way	item_recognition	1	read	0.71		1	1	0	2	514	32	25	1	2	1	9	4	1	2		1	1	2	2	1	1	1						2	
434	mulligan_etal_2006	6a	2-way	context_recognition	1	generate	0.64		1	2	0	1	515	32	25	1	2	1	9	4	1	2		3	1	2	2	1	1	1		2	2	1	2	2	
434	mulligan_etal_2006	6a	2-way	context_recognition	1	read	0.62		1	2	0	2	515	32	25	1	2	1	9	4	1	2		3	1	2	2	1	1	1						2	
434	mulligan_etal_2006	6b	2-way	item_recognition	1	words_generate	0.85		1	1	0	1	516	40	16	1	2	1	9	4	1	2		1	1	2	2	1	1	1		2	2	1	2	2	
434	mulligan_etal_2006	6b	2-way	item_recognition	1	words_read	0.68		1	1	0	2	516	40	16	1	2	1	9	4	1	2		1	1	2	2	1	1	1						2	
434	mulligan_etal_2006	6b	2-way	context_recognition	1	words_generate	0.67		1	2	0	1	517	40	16	1	2	1	9	4	1	2		3	1	2	2	1	1	1		2	2	1	2	2	
434	mulligan_etal_2006	6b	2-way	context_recognition	1	words_read	0.66		1	2	0	2	517	40	16	1	2	1	9	4	1	2		3	1	2	2	1	1	1						2	
434	mulligan_etal_2006	6b	2-way	item_recognition	1	nonwords_generate	0.81		1	1	0	1	518	40	16	1	2	3	99	4	1	2		1	1	2	2	1	1	1		2	2	1	2	2	
434	mulligan_etal_2006	6b	2-way	item_recognition	1	nonwords_read	0.8		1	1	0	2	518	40	16	1	2	3	99	4	1	2		1	1	2	2	1	1	1						2	
434	mulligan_etal_2006	6b	2-way	context_recognition	1	nonwords_generate	0.57		1	2	0	1	519	40	16	1	2	3	99	4	1	2		3	1	2	2	1	1	1		2	2	1	2	2	
434	mulligan_etal_2006	6b	2-way	context_recognition	1	nonwords_read	0.58		1	2	0	2	519	40	16	1	2	3	99	4	1	2		3	1	2	2	1	1	1						2	
442	marsh_2006	1	2x2x2x2	item_recognition	1	Generate	0.91	0.112	1	1	8	1	319	16	30	1	2	2	2	4	1	5		1	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	item_recognition	1	Read	0.73	0.21728	1	1	8	2	319	16	30	1	2	2	2	4	1	5		1	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/PaperTest/PuzzlesTask/Generate	0.65		1	1	0	1	320	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/PaperTest/PuzzlesTask/Read	0.6		1	1	0	2	320	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/PaperTest/CityGenTask/Generate	0.59		1	1	0	1	321	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/PaperTest/CityGenFiller/Read	0.59		1	1	0	2	321	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/ComputerTest/PuzzlesFiller/Generate	0.66		1	1	0	1	322	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/ComputerTest/PuzzlesFiller/Read	0.57		1	1	0	2	322	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/ComputerTest/CityGenFiller/Generate	0.6		1	1	0	1	323	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Written/ComputerTest/CityGenFiller/Read	0.56		1	1	0	2	323	16	30	1	2	2	2	4	1	5		8	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/PaperTest/PuzzlesTask/Generate	0.76		1	1	0	1	324	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/PaperTest/PuzzlesTask/Read	0.61		1	1	0	2	324	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/PaperTest/CityGenTask/Generate	0.81		1	1	0	1	325	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/PaperTest/CityGenFiller/Read	0.79		1	1	0	2	325	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/ComputerTest/PuzzlesFiller/Generate	0.79		1	1	0	1	326	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/ComputerTest/PuzzlesFiller/Read	0.69		1	1	0	2	326	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1						8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/ComputerTest/CityGenFiller/Generate	0.81		1	1	0	1	327	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1		2	2	2	3	8	
442	marsh_2006	1	2x2x2x2	context_memory	1	Thought/ComputerTest/CityGenFiller/Read	0.69		1	1	0	2	327	16	30	1	2	2	2	3	1	5		8	1	2	2	1	1	1						8	
448	foley_etal_2006	1	2x2x3	item_recognition	1	easy_immediate_generate	0.8		1	1	0	1	520	20	10	1	1	1	9	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	
448	foley_etal_2006	1	2x2x3	item_recognition	1	easy_immediate_listen	0.55		1	1	0	2	520	20	10	1	1	1	9	1	1	1	0	1	1	2	1	1	1	1	1					1	
448	foley_etal_2006	1	2x2x3	item_recognition	1	hard_immediate_generate	0.9		1	1	0	1	521	20	10	1	1	1	9	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	
448	foley_etal_2006	1	2x2x3	item_recognition	1	hard_immediate_listen	0.57		1	1	0	2	521	20	10	1	1	1	9	1	1	1	0	1	1	2	1	1	1	1	2					1	
448	foley_etal_2006	1	2x2x3	source_recognition	1	easy_immediate_generate	0.8		1	2	0	1	522	20	10	1	1	1	9	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	
448	foley_etal_2006	1	2x2x3	source_recognition	1	easy_immediate_listen	0.84		1	2	0	2	522	20	10	1	1	1	9	1	1	1	0	2	1	2	1	1	1	1	1					1	
