"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
110,451,"N","Hetairus_polaris","Hetairus_polaris","Cleaner shrimp",NA,0.84,NA,NA,NA,NA,"r","+","r",0,344,"Size","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hetairus",NA,0.84,1.2211735176846,"Single"
110,437,"N","Holopedium_gibberum","Holopedium_gibberum","Zooplankton",NA,0.81,NA,NA,NA,NA,"r","+","r",0,20,"Size","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Branchiopoda","Ctenopoda","Holopedidae","Holopedium",NA,0.81,1.12702902604969,"Single"
110,456,"N","Hyas_coarctatus","Hyas_coarctatus","Arctic lyre crab",NA,0.91,NA,NA,NA,NA,"r","+","r",0,25,"Weight","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas",NA,0.91,1.52752442535521,"Single"
110,457,"N","Oregonia_gracilis","Oregonia_gracilis","Graceful decorator crab",NA,0.95,NA,NA,NA,NA,"r","+","r",0,14,"Weight","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Oregoniidae","Oregonia",NA,0.95,1.83178082306482,"Single"
110,458,"N","Pagurus_pubescens","Pagurus_pubescens","Hermit crab",NA,0.97,NA,NA,NA,NA,"r","+","r",0,112,"Weight","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus",NA,0.97,2.09229572003494,"Single"
110,448,"N","Pandalus_montagui","Pandalus_montagui","Aesop shrimp",NA,0.72,NA,NA,NA,NA,"r","+","r",0,294,"Size","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus",NA,0.72,0.907644983319124,"Single"
110,453,"N","Sabinea_sarsi","Sabinea_sarsi","Shrimp",NA,0.8,NA,NA,NA,NA,"r","+","r",0,64,"Size","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Sabinea",NA,0.8,1.09861228866811,"Single"
110,454,"N","Sabinea_septemcarinata","Sabinea_septemcarinata","Shrimp",NA,0.84,NA,NA,NA,NA,"r","+","r",0,50,"Size","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Crangonidae","Sabinea",NA,0.84,1.2211735176846,"Single"
110,449,"N","Spirontocaris_spinus","Spirontocaris_spinus","Blade shrimp",NA,0.85,NA,NA,NA,NA,"r","+","r",0,478,"Size","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Spirontocaris",NA,0.85,1.25615281198806,"Single"
110,450,"N","Spirontocaris_turgida","Spirontocaris_turgida","Blade shrimp",NA,0.83,NA,NA,NA,NA,"r","+","r",0,57,"Size","Number","Clutch","it","Egg","Wild","","Ivanova, M.B. & Vassilenko, S.V.","1987",1,"Arthropoda","Malacostraca","Decapoda","Hippolytidae","Spirontocaris",NA,0.83,1.1881364043926,"Single"
111,388,"Y","Acomys_cahirinus","Acomys_cahirinus","Cairo spiny mouse",NA,9.96,NA,1,NA,NA,"x2","+","ES Cal",1,968,"Weight","Number","Clutch","it","Offspring","Captive","p=0.0016","Frynta, D., Frankov, M. B., Skarlandtov, H., Galetokov, K., Prov, K. milauer, P. & umbera, R.","2011",1,"Chordata","Mammalia","Rodentia","Muridae","Acomys",NA,0.101435970929188,0.101786034853269,"Single"
112,389,"Y","Thamnophis_gigas","Thamnophis_gigas","Giant gartersnake",2,4.6,NA,186,NA,NA,"Deviance","+","ES Cal",1,11,"Size","Number","Clutch","it","Offspring","Wild","","Halstead, B.J., Wylie, G.D., Casazza, M.L. & Coates, P.S.","2011",1,"Chordata","Reptilia","Squamata","Colubridae","Thamnophis",NA,0.15726151085278,0.158577515625414,"Single"
113,459,"N","Gambusia_affinis","Gambusia_affinis","Western mosquitofish",NA,0.757,NA,NA,NA,NA,"r","+","r",0,66,"Length","Number","Clutch","it","Egg","Captive","","Lim, J.N.",NA,1,"Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia",NA,0.757,0.989150822423274,"Single"
114,460,"Y","Iguana_iguana","Iguana_iguana","",NA,0.73,NA,NA,NA,NA,"r","+","",NA,137,"Length","Number","Clutch","it","Egg","Captive","","Arcos-Garcia, J. L., Martinez, G. D. M., Gama, R. B., Barros, O. V. E. & Morales, G. E. L.","2010",2,"Chordata","Reptilia","Squamata","Iguanidae","Iguana",NA,0.73,0.928727364246725,"Single"
115,461,"Y","Trachemys_dorbignyi","Trachemys_dorbignyi","",2,0.24,NA,NA,NA,NA,"r2","+","",NA,40,"Length","Number","Clutch","it","Egg","Wild","","Bager, A., De Freitas, T. R. O. & Krause, L.","2007",2,"Chordata","Reptilia","Testudines","Emydidae","Trachemys",NA,0.446003272318622,0.479699942856443,"Single"
116,462,"N","Trichogramma_pretiosum","Trichogramma_pretiosum","",NA,0.48,NA,NA,NA,NA,"r","+","",NA,208,"Length","Number","Lifetime","se","Egg","Captive","","Bai, B. R., Luck, R. F., Forster, L., Stephens, B. & Janssen, J. A. M.","1992",2,"Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,0.48,0.522984277591344,"Life"
116,463,"N","Trichogramma_pretiosum","Trichogramma_pretiosum","",NA,0.73,NA,NA,NA,NA,"r","+","",NA,67,"Length","Number","Lifetime","se","Egg","Captive","","Bai, B. R., Luck, R. F., Forster, L., Stephens, B. & Janssen, J. A. M.","1992",2,"Arthropoda","Insecta","Hymenoptera","Trichogrammatidae","Trichogramma",NA,0.73,0.928727364246725,"Life"
117,464,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.546,1.341,NA,NA,0.546,"r","+","",NA,69,"Mass","Number","Clutch","it","Egg","Wild","Location 1","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.546,0.61266451555301,"Single"
117,465,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.698,1.236,NA,NA,0.698,"r","+","",NA,63,"Mass","Number","Clutch","it","Egg","Wild","Location 2","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.698,0.863389674748211,"Single"
117,466,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.842,1.07,NA,NA,0.842,"r","+","",NA,40,"Mass","Number","Clutch","it","Egg","Wild","Location 3","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.842,1.22800609189414,"Single"
117,467,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.866,1.102,NA,NA,0.866,"r","+","",NA,33,"Mass","Number","Clutch","it","Egg","Wild","Location 4","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.866,1.31685629072819,"Single"
117,468,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.532,1.144,NA,NA,0.532,"r","+","",NA,57,"Mass","Number","Clutch","it","Egg","Wild","Location 5","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.532,0.592930527191445,"Single"
117,469,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.657,0.914,NA,NA,0.657,"r","+","",NA,69,"Mass","Number","Clutch","it","Egg","Wild","Location 6","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.657,0.787516785130312,"Single"
117,470,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.743,1.167,NA,NA,0.743,"r","+","",NA,65,"Mass","Number","Clutch","it","Egg","Wild","Location 7","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.743,0.9571434803124,"Single"
117,471,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.817,0.908,NA,NA,0.817,"r","+","",NA,57,"Mass","Number","Clutch","it","Egg","Wild","Location 8","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.817,1.14772795777737,"Single"
117,472,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.81,1.391,NA,NA,0.81,"r","+","",NA,39,"Mass","Number","Clutch","it","Egg","Wild","Location 9","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.81,1.12702902604969,"Single"
117,473,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.591,1.048,NA,NA,0.591,"r","+","",NA,59,"Mass","Number","Clutch","it","Egg","Wild","Location 10","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.591,0.679201436147493,"Single"
117,474,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.608,1.026,NA,NA,0.608,"r","+","",NA,64,"Mass","Number","Clutch","it","Egg","Wild","Location 11","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.608,0.705742304974225,"Single"
117,475,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.567,0.971,NA,NA,0.567,"r","+","",NA,44,"Mass","Number","Clutch","it","Egg","Wild","Location 12","Baker, J. A., Foster, S. A., Heins, D. C., Bell, M. A. & King, R. W.","1998",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.567,0.643090257176765,"Single"
118,476,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",2,5.536,0.62,57,NA,0.112,"t","+","",NA,59,"Mass","Number","Clutch","it","Egg","Wild","Location 1 lm SD Y = df, SDY = df.1 (same below)","Baker, J. A. & Foster, S. A.","2002",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.591325789526958,0.679702245222964,"Single"
118,477,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",2,9.145,0.759,39,NA,0.083,"t","+","",NA,41,"Mass","Number","Clutch","it","Egg","Wild","Location 2","Baker, J. A. & Foster, S. A.","2002",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.825816451970412,1.17483645997964,"Single"
118,478,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",2,9.473,0.862,38,NA,0.091,"t","+","",NA,40,"Mass","Number","Clutch","it","Egg","Wild","Location 3","Baker, J. A. & Foster, S. A.","2002",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.838161951232848,1.21496263777557,"Single"
118,479,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",2,2.81,0.43,28,NA,0.153,"t","+","",NA,30,"Mass","Number","Clutch","it","Egg","Wild","Location 4","Baker, J. A. & Foster, S. A.","2002",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.469010630771711,0.508801206066157,"Single"
118,480,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",2,4.382,1.446,27,NA,0.33,"t","+","",NA,29,"Mass","Number","Clutch","it","Egg","Wild","Location 5","Baker, J. A. & Foster, S. A.","2002",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.644677246822442,0.766136450546489,"Single"
118,481,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",2,9.157,0.76,43,NA,0.083,"t","+","",NA,45,"Mass","Number","Clutch","it","Egg","Wild","Location 6","Baker, J. A. & Foster, S. A.","2002",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.813030555068847,1.13590492825938,"Single"
119,482,"N","Araschnia_levana","Araschnia_levana","",NA,0.9,NA,NA,NA,NA,"r","+","",NA,55,"Size","Number","Lifetime","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Nymphalidae","Araschnia",NA,0.9,1.47221948958322,"Life"
119,483,"N","Pararge_aegeria","Pararge_aegeria","",NA,-0.28,NA,NA,NA,NA,"r","-","",NA,39,"Size","Number","Lifetime","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pararge",NA,-0.28,-0.287682072451781,"Life"
119,484,"N","Pieris_napi","Pieris_napi","",NA,0.39,NA,NA,NA,NA,"r","+","",NA,77,"Size","Number","Lifetime","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",NA,0.39,0.41180003447869,"Life"
120,485,"Y","Tachycineta_bicolor","Tachycineta_bicolor","",NA,10.07,NA,1,37,NA,"F","+","",NA,38,"Size","Number","Clutch","it","Egg","Wild","","Bidwell, M. T. & Dawson, R. D.","2005",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,0.462532906976484,0.500528771751896,"Single"
121,486,"Y","Chelydra_serpentina","Chelydra_serpentina","",NA,0.77,NA,NA,NA,NA,"r","+","",NA,15,"Mass","Number","Clutch","it","Egg","Wild","Chelydra_serpentina_serpentina","Bishop, C. A.,Brown, G. P., Brooks, R. J., Lean, D. R. S. & Carey, J. H.","1994",2,"Chordata","Reptilia","Testudines","Chelydridae","Chelydra",NA,0.77,1.02032775832234,"Single"
123,487,"N","Wyeomyia_smithii","Wyeomyia_smithii","",NA,0.766,NA,NA,NA,NA,"r","+","",NA,41,"Weight","Number","Lifetime","it","Egg","Captive","","Bradshaw, W. E., Holzapfel, C. M. & Oneill, T.","1993",2,"Arthropoda","Insecta","Diptera","Culicidae","Wyeomyia",NA,0.766,1.0105756329031,"Life"
124,489,"Y","Podarcis_muralis","Podarcis_muralis","",NA,0.88,NA,NA,NA,NA,"r","+","",NA,9,"Length","Number","Clutch","it","Egg","Captive","","Brana, F., Bea, A. & Arrayago, M. J.","1991",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.88,1.37576765652097,"Single"
124,488,"Y","Zootoca_vivipara","Zootoca_vivipara","",NA,0.66,NA,NA,NA,NA,"r","+","",NA,14,"Length","Number","Clutch","it","Egg","Captive","","Brana, F., Bea, A. & Arrayago, M. J.","1991",2,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,0.66,0.792813631870191,"Single"
125,490,"Y","Clemmys_insculpta","Clemmys_insculpta","",NA,0.54,NA,NA,NA,NA,"r","+","",NA,15,"Length","Number","Clutch","it","Egg","Wild","","Brooks, R. J., Shilton, C. M., Brown, G. P. & Quinn, N. W. S.","1992",2,"Chordata","Reptilia","Testudines","Emydidae","Clemmys",NA,0.54,0.604155602962267,"Single"
126,491,"Y","Urocitellus_columbianus","Urocitellus_columbianus","",NA,0.3,NA,NA,NA,NA,"r","+","",NA,115,"Mass","Number","Clutch","it","Offspring","Wild","","Broussard, D. R., Dobson, F. S. & Murie, J. O.","2005",2,"Chordata","Mammalia","Rodentia","Sciuridae","Urocitellus",NA,0.3,0.309519604203112,"Single"
127,492,"N","Pirata_sedentarius","Pirata_sedentarius","",2,0.01,NA,NA,NA,NA,"r2","+","",NA,17,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,0.1,0.100335347731076,"Single"
127,493,"N","Pirata_sedentarius","Pirata_sedentarius","",2,0.36,NA,NA,NA,NA,"r2","+","",NA,16,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,0.511408311956759,0.564635002591477,"Single"
127,494,"N","Pirata_sedentarius","Pirata_sedentarius","",2,0.41,NA,NA,NA,NA,"r2","+","",NA,20,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,0.583599379107036,0.667903897658945,"Single"
128,495,"N","Centruroides_exilicauda","Centruroides_exilicauda","",2,0.31,NA,NA,NA,NA,"r2","+","",NA,18,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Centruroides",NA,0.46690470119715,0.506104804576688,"Single"
128,496,"N","Centruroides_exilicauda","Centruroides_exilicauda","",2,0.32,NA,NA,NA,NA,"r2","+","",NA,14,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Centruroides",NA,0.443129367525598,0.476118125632553,"Single"
128,497,"N","Diplocentrus_peloncillensis","Diplocentrus_peloncillensis","",2,0.47,NA,NA,NA,NA,"r2","+","",NA,6,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Diplocentridae","Diplocentrus",NA,0.341565025531986,0.355863186300208,"Single"
128,498,"N","Pseudouroctonus_apacheanus","Pseudouroctonus_apacheanus","",2,0.79,NA,NA,NA,NA,"r2","-","",NA,4,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Pseudouroctonus",NA,-0.608276253029822,-0.70618068494717,"Single"
128,499,"N","Vaejovis_sp","Vaejovis_sp","",2,0.15,NA,NA,NA,NA,"r2","+","",NA,18,"Length","Number","Clutch","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,0.191485421551268,0.193878675379178,"Single"
129,500,"N","Bufo_viridis","Bufo_viridis","",NA,0.748,NA,NA,NA,NA,"r","+","",NA,26,"Length","Number","Clutch","it","Egg","Captive","","Castellano, S., Cucco, M. & Giacoma, C.","2004",2,"Chordata","Amphibia","Anura","Bufonidae","Bufo",NA,0.748,0.968399234352029,"Single"
130,501,"N","Cyprinella_venusta","Cyprinella_venusta","",2,0.522,NA,NA,NA,NA,"r2","+","",NA,119,"Length","Number","Clutch","it","Egg","Wild","","Casten, L. R. & Johnston, C. E.","2008",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinella",NA,0.716769572937953,0.900969426177321,"Single"
130,502,"N","Cyprinella_venusta","Cyprinella_venusta","",2,0.506,NA,NA,NA,NA,"r2","+","",NA,93,"Length","Number","Clutch","it","Egg","Wild","","Casten, L. R. & Johnston, C. E.","2008",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinella",NA,0.703578156441928,0.874351264523101,"Single"
130,503,"N","Cyprinella_venusta","Cyprinella_venusta","",2,0.337,NA,NA,NA,NA,"r2","+","",NA,114,"Length","Number","Clutch","it","Egg","Wild","","Casten, L. R. & Johnston, C. E.","2008",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinella",NA,0.570135119120068,0.647723014488933,"Single"
130,504,"N","Cyprinella_venusta","Cyprinella_venusta","",2,0.478,NA,NA,NA,NA,"r2","+","",NA,82,"Length","Number","Clutch","it","Egg","Wild","","Casten, L. R. & Johnston, C. E.","2008",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinella",NA,0.681751281719794,0.832378874504887,"Single"
131,505,"Y","Acanthodactylus_erythrurus","Acanthodactylus_erythrurus","",NA,0.376,NA,NA,NA,NA,"r","+","",NA,40,"Length","Number","Clutch","it","Egg","Captive","","Castilla, A. M., Barbadillo, L. J. & Bauwens, D.","1992",2,"Chordata","Reptilia","Squamata","Lacertidae","Acanthodactylus",NA,0.376,0.395392825061931,"Single"
132,506,"Y","Podarcis_atrata","Podarcis_atrata","",NA,0.4,NA,NA,NA,NA,"r","+","",NA,82,"Length","Number","Clutch","it","Egg","Captive","","Castilla, A. M. & Bauwens, D.","2000a",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.4,0.423648930193602,"Single"
133,507,"Y","Podarcis_lilfordi","Podarcis_lilfordi","",NA,0.24,NA,NA,NA,NA,"r","+","",NA,11,"Length","Number","Clutch","it","Egg","Captive","","Castilla, A. M. & Bauwens, D.","2000b",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.24,0.244774112659353,"Single"
134,508,"Y","Ctenosaura_pectinata","Ctenosaura_pectinata","",NA,0.372,NA,NA,NA,NA,"r","+","",NA,28,"Length","Number","Clutch","it","Egg","Captive","","Castro-Franco, R., Bustos-Zagal, M. G. & Mendez-De la Cruz, F. R.","2011",2,"Chordata","Reptilia","Squamata","Iguanidae","Ctenosaura",NA,0.372,0.390742320908816,"Single"
135,509,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.19,NA,NA,NA,NA,"r","+","",NA,95,"Mass","Number","Clutch","it","Egg","Captive","","Christians, J. K., Evanson, M. & Aiken, J. J.","2001",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.19,0.192337169219545,"Single"
135,510,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.27,NA,NA,NA,NA,"r","+","",NA,28,"Mass","Number","Clutch","it","Egg","Captive","","Christians, J. K., Evanson, M. & Aiken, J. J.","2001",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.27,0.2768638226551,"Single"
135,511,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.11,NA,NA,NA,NA,"r","+","",NA,121,"Mass","Number","Clutch","it","Egg","Captive","","Christians, J. K., Evanson, M. & Aiken, J. J.","2001",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.11,0.110446915790097,"Single"
135,512,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.32,NA,NA,NA,NA,"r","+","",NA,57,"Mass","Number","Clutch","it","Egg","Captive","","Christians, J. K., Evanson, M. & Aiken, J. J.","2001",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.32,0.331647108705132,"Single"
135,513,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.29,NA,NA,NA,NA,"r","+","",NA,114,"Mass","Number","Clutch","it","Egg","Captive","","Christians, J. K., Evanson, M. & Aiken, J. J.","2001",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.29,0.298566263660178,"Single"
135,514,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.06,NA,NA,NA,NA,"r","+","",NA,58,"Mass","Number","Clutch","it","Egg","Captive","","Christians, J. K., Evanson, M. & Aiken, J. J.","2001",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.06,0.0600721559210317,"Single"
136,515,"Y","Diadophis_punctatus","Diadophis_punctatus","",NA,0.71,NA,NA,NA,NA,"r","+","",NA,47,"Length","Number","Clutch","it","Offspring","Captive","","Clark, D. R., Bunck, C. M. & Hall, R. J.","1997",2,"Chordata","Reptilia","Squamata","Colubridae","Diadophis",NA,0.71,0.887183863258093,"Single"
137,516,"Y","Sternotherus_odoratus","Sternotherus_odoratus","",2,0.655,NA,NA,NA,NA,"r2","+","",NA,70,"Length","Number","Clutch","it","Egg","Wild","","Clark, P. J., Ewert, M. A. & Nelson, C. E.","2001",2,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.80293305607461,1.10681330271644,"Single"
138,517,"Y","Gymnodactylus_geckoides","Gymnodactylus_geckoides","",2,0.05,NA,NA,NA,NA,"r2","+","",NA,54,"Length","Number","Clutch","it","Egg","Wild","","Colli, G. R., Mesquita, D. O., Rodrigues, P. V. V. & Kitayama, K.","2003",2,"Chordata","Reptilia","Squamata","Gekkonidae","Gymnodactylus",NA,0.11289418957243,0.113377506784453,"Single"
139,518,"Y","Emydoidea_blandingii","Emydoidea_blandingii","",2,0.26,NA,NA,NA,NA,"r2","+","",NA,275,"Length","Number","Clutch","it","Egg","Wild","","Congdon, J. D. & Sels, R. C. V.","1991",2,"Chordata","Reptilia","Testudines","Emydidae","Emydoidea",NA,0.504538228015888,0.555375552227657,"Single"
140,519,"Y","Emydoidea_blandingii","Emydoidea_blandingii","",NA,0.534,NA,NA,NA,NA,"r","+","",NA,46,"Length","Number","Clutch","it","Egg","Wild","","Congdon, J. D., Nagle, R. D., Kinney, O. M. & Sels, R. C. V.","2001",2,"Chordata","Reptilia","Testudines","Emydidae","Emydoidea",NA,0.534,0.595724173900778,"Single"
140,520,"Y","Emydoidea_blandingii","Emydoidea_blandingii","",NA,0.536,NA,NA,NA,NA,"r","+","",NA,35,"Length","Number","Clutch","it","Egg","Wild","","Congdon, J. D., Nagle, R. D., Kinney, O. M. & Sels, R. C. V.","2001",2,"Chordata","Reptilia","Testudines","Emydidae","Emydoidea",NA,0.536,0.598526180740681,"Single"
140,521,"Y","Emydoidea_blandingii","Emydoidea_blandingii","",NA,0.513,NA,NA,NA,NA,"r","+","",NA,11,"Length","Number","Clutch","it","Egg","Wild","","Congdon, J. D., Nagle, R. D., Kinney, O. M. & Sels, R. C. V.","2001",2,"Chordata","Reptilia","Testudines","Emydidae","Emydoidea",NA,0.513,0.566792795352883,"Single"
141,522,"Y","Trachemys_callirostris","Trachemys_callirostris","",2,0.6,NA,NA,NA,NA,"r2","+","",NA,54,"Length","Number","Clutch","it","Egg","Wild","","Daza, J. M. & Paez, V. P.","2007",2,"Chordata","Reptilia","Testudines","Emydidae","Trachemys",NA,0.764404163705429,1.00672527461116,"Single"
142,523,"Y","Psammodromus_algirus","Psammodromus_algirus","",NA,0.647,NA,NA,NA,NA,"r","+","",NA,54,"Length","Number","Clutch","it","Egg","Captive","","Diaz, J. A., Perez-Tris, J., Telleria, J. L., Carbonell, R. & Santos, T.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Psammodromus",NA,0.647,0.770121336622172,"Single"
