"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
115,462,"Y","Trachemys_dorbignyi","Trachemys_dorbignyi","",2,0.28,NA,NA,NA,NA,"r2","+","",NA,30,"Length","Mass","","it","Egg","Wild","","Bager, A., De Freitas, T. R. O. & Krause, L.","2007",2,"Chordata","Reptilia","Testudines","Emydidae","Trachemys",NA,0.476095228569523,0.517922793593062,"Single"
119,467,"N","Araschnia_levana","Araschnia_levana","",NA,0.47,NA,NA,NA,NA,"r","+","",NA,48,"Mass","Mass","","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Nymphalidae","Araschnia",NA,0.47,0.510070336613307,"Single"
119,464,"N","Lycaena_tityrus","Lycaena_tityrus","",NA,0.05,NA,NA,NA,NA,"r","+","",NA,60,"Mass","Mass","","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lycaena",NA,0.05,0.0500417292784913,"Single"
119,466,"N","Papilio_machaon","Papilio_machaon","",NA,0.3,NA,NA,NA,NA,"r","+","",NA,216,"Mass","Mass","","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio",NA,0.3,0.309519604203112,"Single"
119,463,"N","Pararge_aegeria","Pararge_aegeria","",NA,-0.07,NA,NA,NA,NA,"r","-","",NA,51,"Mass","Mass","","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Nymphalidae","Pararge",NA,-0.07,-0.0701146706543252,"Single"
119,465,"N","Pieris_napi","Pieris_napi","",NA,-0.08,NA,NA,NA,NA,"r","-","",NA,139,"Mass","Mass","","it","Egg","Captive","","Bauerfeind, S. S. & Fischer, K.","2008",2,"Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris",NA,-0.08,-0.0801713250375897,"Single"
120,468,"Y","Tachycineta_bicolor","Tachycineta_bicolor","",NA,0.13,NA,NA,NA,NA,"r","+","",NA,21,"Mass","Mass","","it","Egg","Wild","","Bidwell, M. T. & Dawson, R. D.","2005",2,"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta",NA,0.13,0.130739850028878,"Single"
122,469,"Y","Vanellus_vanellus","Vanellus_vanellus","",2,0.29,NA,NA,NA,NA,"r2","+","",NA,41,"Mass","Volume","","it","Egg","Wild","","Blomqvist, D. & Johansson, O. C.","1995",2,"Chordata","Aves","Charadriiformes","Charadriidae","Vanellus",NA,0.502624689950035,0.552811879582989,"Single"
123,470,"N","Wyeomyia_smithii","Wyeomyia_smithii","",NA,0.011,NA,NA,NA,NA,"r","+","",NA,41,"Weight","Volume","","it","Egg","Captive","","Bradshaw, W. E., Holzapfel, C. M. & Oneill, T.","1993",2,"Arthropoda","Insecta","Diptera","Culicidae","Wyeomyia",NA,0.011,0.0110004436988796,"Single"
124,471,"Y","Iberolacerta_monticola","Iberolacerta_monticola","",NA,0.58,NA,NA,NA,NA,"r","+","",NA,12,"Length","Mass","","it","Egg","Captive","","Brana, F., Bea, A. & Arrayago, M. J.","1991",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.58,0.662462707371799,"Single"
124,472,"Y","Podarcis_muralis","Podarcis_muralis","",NA,0.72,NA,NA,NA,NA,"r","+","",NA,9,"Length","Mass","","it","Egg","Captive","","Brana, F., Bea, A. & Arrayago, M. J.","1991",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.72,0.907644983319124,"Single"
125,473,"Y","Clemmys_insculpta","Clemmys_insculpta","",NA,0.47,NA,NA,NA,NA,"r","+","",NA,15,"Length","Mass","","it","Egg","Wild","","Brooks, R. J., Shilton, C. M., Brown, G. P. & Quinn, N. W. S.","1992",2,"Chordata","Reptilia","Testudines","Emydidae","Clemmys",NA,0.47,0.510070336613307,"Single"
127,474,"N","Pirata_sedentarius","Pirata_sedentarius","",2,0.08,NA,NA,NA,NA,"r2","+","",NA,16,"Length","Mass","","it","Offspring","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,0.282842712474619,0.290769289037252,"Single"
127,475,"N","Pirata_sedentarius","Pirata_sedentarius","",2,0.53,NA,NA,NA,NA,"r2","-","",NA,6,"Length","Mass","","it","Offspring","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,-0.465474668125631,-0.504277675793096,"Single"
127,476,"N","Pirata_sedentarius","Pirata_sedentarius","",2,0.002,NA,NA,NA,NA,"r2","-","",NA,18,"Length","Mass","","it","Offspring","Captive","","Brown, C. A., Sanford, B. M. & Swerdon, R. R.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,-0.0447213595499958,-0.0447512096179732,"Single"
128,477,"N","Centruroides_exilicauda","Centruroides_exilicauda","",2,0.21,NA,NA,NA,NA,"r2","-","",NA,18,"Length","Mass","","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Centruroides",NA,-0.323522281561358,-0.335576173158427,"Single"
128,478,"N","Centruroides_exilicauda","Centruroides_exilicauda","",2,0.007,NA,NA,NA,NA,"r2","+","",NA,14,"Length","Mass","","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Centruroides",NA,0.0836660026534076,0.0838620473751744,"Single"
128,480,"N","Diplocentrus_peloncillensis","Diplocentrus_peloncillensis","",2,0.08,NA,NA,NA,NA,"r2","+","",NA,6,"Length","Mass","","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Diplocentridae","Diplocentrus",NA,0.282842712474619,0.290769289037252,"Single"
128,481,"N","Pseudouroctonus_apacheanus","Pseudouroctonus_apacheanus","",2,0.26,NA,NA,NA,NA,"r2","+","",NA,4,"Length","Mass","","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Pseudouroctonus",NA,0.509901951359279,0.562597262235913,"Single"
128,479,"N","Vaejovis_sp","Vaejovis_sp","",2,0.01,NA,NA,NA,NA,"r2","+","",NA,18,"Length","Mass","","it","Offspring","Captive","","Brown, C. A.","2004",2,"Arthropoda","Arachnida","Scorpiones","Vaejovidae","Vaejovis",NA,0.1,0.100335347731076,"Single"
131,482,"Y","Acanthodactylus_erythrurus","Acanthodactylus_erythrurus","",NA,0.901,NA,NA,NA,NA,"r","+","",NA,14,"Length","Mass","","it","Egg","Captive","","Castilla, A. M., Barbadillo, L. J. & Bauwens, D.","1992",2,"Chordata","Reptilia","Squamata","Lacertidae","Acanthodactylus",NA,0.901,1.47750774617692,"Single"
132,483,"Y","Podarcis_atrata","Podarcis_atrata","",NA,0.084,NA,NA,NA,NA,"r","+","",NA,82,"Length","Mass","","it","Egg","Captive","","Castilla, A. M. & Bauwens, D.","2000a",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.084,0.0841984086627306,"Single"
133,484,"Y","Podarcis_lilfordi","Podarcis_lilfordi","",NA,0.192,NA,NA,NA,NA,"r","+","",NA,11,"Length","Mass","","it","Egg","Captive","","Castilla, A. M. & Bauwens, D.","2000b",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.192,0.1944128945521,"Single"
134,485,"Y","Ctenosaura_pectinata","Ctenosaura_pectinata","",NA,0.183,NA,NA,NA,NA,"r","+","",NA,28,"Length","Mass","","it","Egg","Captive","","Castro-Franco, R., Bustos-Zagal, M. G. & Mendez-De la Cruz, F. R.","2011",2,"Chordata","Reptilia","Squamata","Iguanidae","Ctenosaura",NA,0.183,0.185084884559192,"Single"
136,486,"Y","Diadophis_punctatus","Diadophis_punctatus","",NA,0.15,NA,NA,NA,NA,"r","+","",NA,47,"Length","Mass","","it","Offspring","Captive","","Clark, D. R., Bunck, C. M. & Hall, R. J.","1997",2,"Chordata","Reptilia","Squamata","Colubridae","Diadophis",NA,0.15,0.151140435936467,"Single"
137,487,"Y","Sternotherus_odoratus","Sternotherus_odoratus","",2,0.338,NA,NA,NA,NA,"r2","+","",NA,70,"Mass","Mass","","it","Egg","Wild","","Clark, P. J., Ewert, M. A. & Nelson, C. E.","2001",2,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.564126586831492,0.638865495639043,"Single"
139,488,"Y","Emydoidea_blandingii","Emydoidea_blandingii","",2,0.06,NA,NA,NA,NA,"r2","+","",NA,215,"Length","Diameter","","it","Egg","Wild","Width","Congdon, J. D. & Sels, R. C. V.","1991",2,"Chordata","Reptilia","Testudines","Emydidae","Emydoidea",NA,0.226124026745718,0.230100827821828,"Single"
141,489,"Y","Trachemys_callirostris","Trachemys_callirostris","",2,0.16,NA,NA,NA,NA,"r2","+","",NA,54,"Length","Volume","","it","Egg","Wild","","Daza, J. M. & Paez, V. P.","2007",2,"Chordata","Reptilia","Testudines","Emydidae","Trachemys",NA,0.356453115471603,0.372816842811538,"Single"
144,490,"Y","Gehyra_dubia","Gehyra_dubia","",NA,0.45,NA,NA,NA,NA,"r","+","",NA,20,"Length","Volume","","it","Egg","Captive","","Doughty, P.","1996",2,"Chordata","Reptilia","Squamata","Gekkonidae","Gehyra",NA,0.45,0.484700278594052,"Single"
144,491,"Y","Gehyra_variegata","Gehyra_variegata","",NA,0.26,NA,NA,NA,NA,"r","+","",NA,27,"Length","Volume","","it","Egg","Captive","","Doughty, P.","1996",2,"Chordata","Reptilia","Squamata","Gekkonidae","Gehyra",NA,0.26,0.266108406873654,"Single"
144,492,"Y","Oedura_lesueurii","Oedura_lesueurii","",NA,0.2,NA,NA,NA,NA,"r","+","",NA,20,"Length","Volume","","it","Egg","Captive","","Doughty, P.","1996",2,"Chordata","Reptilia","Squamata","Gekkonidae","Oedura",NA,0.2,0.202732554054082,"Single"
146,493,"Y","Takydromus_septentrionalis","Takydromus_septentrionalis","",NA,0.1,NA,NA,NA,NA,"r","+","",NA,89,"Mass","Mass","","it","Egg","Captive","","Du, W. G., Ji, X. & Shine, R.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Takydromus",NA,0.1,0.100335347731076,"Single"
147,494,"Y","Leiolepis_reevesii","Leiolepis_reevesii","",2,0.055,NA,NA,NA,NA,"r2","+","",NA,200,"Length","Mass","","it","Egg","Captive","","Du, Y., Lin, C. X., Lin, L. H., Qiu, Q. B. & Ji, X.","2011",2,"Chordata","Reptilia","Squamata","Agamidae","Leiolepis",NA,0.213087051156466,0.216403020312195,"Single"
148,495,"Y","Parus_major","Parus_major","",NA,0.37,NA,NA,NA,NA,"r","+","",NA,73,"Length","Volume","","it","Egg","Wild","","Dufva, R.","1996",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,0.37,0.388423099718296,"Single"
151,496,"N","Centruroides_vittatus","Centruroides_vittatus","",NA,0.051,NA,NA,NA,NA,"r","+","",NA,34,"Mass","Mass","","it","Offspring","Captive","","Formanowicz, D. R. & Shaffer, L. R.","1993",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Centruroides",NA,0.051,0.0510442861335116,"Single"
153,497,"Y","Uta_stansburiana","Uta_stansburiana","",2,0.06,NA,NA,NA,NA,"r2","+","",NA,22,"Length","Mass","","it","Egg","Captive","","Fox, S. F. & McCoy, J. K.","2000",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Uta",NA,0.244948974278318,0.250032246420419,"Single"
154,498,"N","Etheostoma_caeruleum","Etheostoma_caeruleum","",NA,0.537,NA,NA,NA,NA,"r","+","",NA,19,"Length","Mass","","it","Egg","Captive","","Fuller, R. C.","1998",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.537,0.599930344726181,"Single"
155,499,"Y","Podarcis_bocagei","Podarcis_bocagei","",NA,0.357,NA,NA,NA,NA,"r2","+","",NA,42,"Length","Volume","","it","Egg","Wild","","Galan, P.","1997",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.597494769851586,0.689241910678134,"Single"
156,500,"Y","Podarcis_hispanica","Podarcis_hispanica","",NA,0.48,NA,NA,NA,NA,"r","+","",NA,34,"Length","Mass","","it","Egg","Captive","","Galan, P.","2007",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.48,0.522984277591344,"Single"
159,501,"N","Etheostoma_zonale","Etheostoma_zonale","",NA,0.272,NA,NA,NA,NA,"r","+","",NA,46,"Length","Diameter","","it","Egg","Captive","","Guill, J. M. & Heins, D. C.","1996",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.272,0.279022347851691,"Single"
159,502,"N","Etheostoma_zonale","Etheostoma_zonale","",2,0.455,NA,NA,NA,NA,"r2","+","",NA,21,"Length","Mass","","it","Egg","Captive","","Guill, J. M. & Heins, D. C.","2000",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.628048122713892,0.738186310880579,"Single"
160,510,"N","Etheostoma_simoterum","Etheostoma_simoterum","",NA,0.91,NA,NA,NA,NA,"r","+","",NA,9,"Length","Mass","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.91,1.52752442535521,"Single"
160,503,"N","Notropis_longirostris","Notropis_longirostris","",2,0.87,NA,NA,NA,NA,"r2","+","",NA,33,"Length","Diameter","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.928080456282392,1.64436607944908,"Single"
160,504,"N","Notropis_longirostris","Notropis_longirostris","",2,0.296,NA,NA,NA,NA,"r2","+","",NA,15,"Length","Diameter","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.422689799577263,0.450962426384055,"Single"
160,505,"N","Notropis_longirostris","Notropis_longirostris","",2,0.14,NA,NA,NA,NA,"r2","+","",NA,20,"Length","Diameter","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.197036873228756,0.199647858115946,"Single"
160,506,"N","Notropis_longirostris","Notropis_longirostris","",2,0.133,NA,NA,NA,NA,"r2","+","",NA,21,"Length","Diameter","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.191485421551268,0.193878675379178,"Single"
160,507,"N","Notropis_longirostris","Notropis_longirostris","",2,0.154,NA,NA,NA,NA,"r2","+","",NA,17,"Length","Diameter","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.18205179796656,0.184104003706167,"Single"
160,508,"N","Notropis_longirostris","Notropis_longirostris","",2,0.091,NA,NA,NA,NA,"r2","+","",NA,24,"Length","Diameter","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.0665475125648694,0.0666460112269137,"Single"
160,509,"N","Notropis_longirostris","Notropis_longirostris","",2,0.245,NA,NA,NA,NA,"r2","+","",NA,10,"Length","Diameter","","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.171130693581585,0.172831237637899,"Single"
162,511,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.143,NA,NA,NA,NA,"r","+","",NA,19,"Mass","Mass","","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.143,0.143986872598515,"Single"
162,512,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.094,NA,NA,NA,NA,"r","+","",NA,60,"Mass","Mass","","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.094,0.0942783384694736,"Single"
162,513,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.143,NA,NA,NA,NA,"r","+","",NA,193,"Mass","Mass","","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.143,0.143986872598515,"Single"
162,514,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.403,NA,NA,NA,NA,"r","+","",NA,160,"Mass","Mass","","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.403,0.427225483354929,"Single"
163,515,"N","Pirata_piraticus","Pirata_piraticus","",NA,0.02,NA,NA,NA,NA,"r","+","",NA,28,"Width","Volume","","it","Egg","Captive","","Hendrickx, F. & Maelfait, J. P.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,0.02,0.0200026673068496,"Single"
164,516,"N","Anisakis_simplex","Anisakis_simplex","",NA,0.42,NA,NA,NA,NA,"r","+","",NA,50,"Volume","Volume","","it","Egg","Wild","","Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A.","2007",2,"Nematoda","Secernentea","Ascaridida","Anisakidae","Anisakis",NA,0.42,0.447692023527421,"Single"
165,517,"Y","Chamaeleo_montium","Chamaeleo_montium","",NA,0.32,NA,NA,NA,NA,"r","+","",NA,49,"Length","Volume","","it","Egg","Captive","","Herrmann, P. A. & Herrmann, H. W.","2005",2,"Chordata","Reptilia","Squamata","Chamaeleonidae","Chamaeleo",NA,0.32,0.331647108705132,"Single"
172,518,"Y","Chelydra_serpentina","Chelydra_serpentina","",NA,0.58,NA,NA,NA,NA,"r","+","",NA,21,"Mass","Mass","","it","Egg","Wild","","Iverson, J. B., Higgins, H., Sirulnik, A. & Griffiths, C.","1997",2,"Chordata","Reptilia","Testudines","Chelydridae","Chelydra",NA,0.58,0.662462707371799,"Single"
173,519,"Y","Kinosternon_hirtipes","Kinosternon_hirtipes","",NA,0.52,NA,NA,NA,NA,"r","+","",NA,20,"Mass","Mass","","it","Egg","Wild","","Iverson, J. B., Barthelmess, E. L., Smith, G. R. & Derivera, C. E.","1991",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.52,0.576339754969193,"Single"
174,520,"Y","Chrysemys_picta","Chrysemys_picta","",NA,0.71,NA,NA,NA,NA,"r","+","",NA,203,"Length","Mass","","it","Egg","Wild","","Iverson, J. B. & Smith, G. R.","1993",2,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.71,0.887183863258093,"Single"
175,521,"Y","Apalone_ferox","Apalone_ferox","",NA,0.21,NA,NA,NA,NA,"r","+","",NA,41,"Mass","Length","","it","Egg","Wild","Only length given in paper","Iverson, J. B. & Moler, P. E.","1997",2,"Chordata","Reptilia","Testudines","Trionychidae","Apalone",NA,0.21,0.21317134656486,"Single"
176,522,"Y","Sternotherus_carinatus","Sternotherus_carinatus","",NA,0.63,NA,NA,NA,NA,"r","+","",NA,41,"Mass","Mass","","it","Egg","Wild","","Iverson, J. B.","2002",2,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.63,0.741416144081269,"Single"
177,523,"Y","Cyclura_cychlura","Cyclura_cychlura","",NA,0.02,NA,NA,NA,NA,"r","+","",NA,74,"Length","Mass","","it","Egg","Wild","Cyclura_cychlura_inornata","Iverson, J. B., Hines, K. N. & Valiulis, J. M.","2004",2,"Chordata","Reptilia","Squamata","Iguanidae","Cyclura",NA,0.02,0.0200026673068496,"Single"
178,524,"Y","Kinosternon_scorpioides","Kinosternon_scorpioides","",NA,0.59,NA,NA,NA,NA,"r","+","",NA,9,"Length","Diameter","","it","Egg","Wild","Width; Kinosternon_scorpioides_cruentatum","Iverson, J. B.","2010",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.59,0.677666067757962,"Single"
179,525,"Y","Pituophis_catenifer","Pituophis_catenifer","",NA,0.27,NA,NA,NA,NA,"r","+","",NA,39,"Length","Mass","","it","Egg","Wild","Pituophis_catenifer_sayi","Iverson, J. B., Young, C. A., Akre, T. S. B. & Griffiths, C. M.","2012",2,"Chordata","Reptilia","Squamata","Colubridae","Pituophis",NA,0.27,0.2768638226551,"Single"
180,526,"Y","Calotes_versicolor","Calotes_versicolor","",2,0.03,NA,NA,NA,NA,"r2","+","",NA,20,"Length","Mass","","it","Egg","Captive","","Ji, X., Qiu, Q. B. & Diong, C. H.","2002",2,"Chordata","Reptilia","Squamata","Agamidae","Calotes",NA,0.173205080756888,0.174968992536788,"Single"
181,527,"Y","Graptemys_oculifera","Graptemys_oculifera","",NA,0.314,NA,NA,NA,NA,"r","+","",NA,23,"Length","Mass","","it","Egg","Wild","","Jones, R. L.","2006",2,"Chordata","Reptilia","Testudines","Emydidae","Glyptemys",NA,0.314,0.324976785659335,"Single"
182,528,"N","Salmo_trutta","Salmo_trutta","",2,0.67,NA,NA,NA,NA,"r2","+","",NA,98,"Mass","Mass","","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.814280437919853,1.13960320498124,"Single"
182,529,"N","Salmo_trutta","Salmo_trutta","",2,0.53,NA,NA,NA,NA,"r2","+","",NA,22,"Mass","Mass","","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.693200054666381,0.854089824810994,"Single"
182,530,"N","Salmo_trutta","Salmo_trutta","",2,0.04,NA,NA,NA,NA,"r2","+","",NA,150,"Mass","Mass","","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.164130361329658,0.165628474984588,"Single"
183,531,"Y","Microlophus_delanonis","Microlophus_delanonis","",2,0.03,NA,NA,NA,NA,"r2","?","",NA,325,"Length","Mass","","it","Egg","Wild","","Jordan, M. A. & Snell, H. L.","2002",2,"Chordata","Reptilia","Squamata","Tropiduridae","Microlophus",NA,0.154839127094876,0.156094668990707,"Single"
184,532,"Y","Ramphotyphlops_braminus","Ramphotyphlops_braminus","",NA,-0.328,NA,NA,NA,NA,"r","+","",NA,19,"Length","Mass","","it","Egg","Captive","","Kamosawa, M. & Ota, H.","1996",2,"Chordata","Reptilia","Squamata","Typhlopidae","Ramphotyphlops",NA,-0.328,-0.340585494756615,"Single"
185,533,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.153,NA,NA,NA,NA,"r","+","",NA,25,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.153,0.154210912808502,"Single"
185,534,"N","Bombina_orientalis","Bombina_orientalis","",NA,-0.056,NA,NA,NA,NA,"r","-","",NA,44,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,-0.056,-0.0560586490603531,"Single"
185,535,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.375,NA,NA,NA,NA,"r","+","",NA,13,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.375,0.394228680182135,"Single"
185,536,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.458,NA,NA,NA,NA,"r","+","",NA,35,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.458,0.494777455564479,"Single"
185,537,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.284,NA,NA,NA,NA,"r","+","",NA,26,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.284,0.29202765864463,"Single"
185,538,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.091,NA,NA,NA,NA,"r","+","",NA,32,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.091,0.091252445827796,"Single"
185,539,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.246,NA,NA,NA,NA,"r","+","",NA,91,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.246,0.251150665669721,"Single"
185,540,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.231,NA,NA,NA,NA,"r","+","",NA,76,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.231,0.235245578339405,"Single"
185,541,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.319,NA,NA,NA,NA,"r","+","",NA,240,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.319,0.330533423283901,"Single"
185,542,"N","Bombina_orientalis","Bombina_orientalis","",NA,0.285,NA,NA,NA,NA,"r","+","",NA,292,"Mass","Diameter","","it","Egg","Captive","","Kaplan, R. H. & King, E. G.","1997",2,"Chordata","Amphibia","Anura","Bombinatoridae","Bombina",NA,0.285,0.293115727317656,"Single"
186,543,"Y","Chelodina_rugosa","Chelodina_rugosa","",2,0.1,NA,NA,NA,NA,"r2","+","",NA,69,"Length","Mass","","it","Egg","Wild","","Kennett, R.","1999",2,"Chordata","Reptilia","Testudines","Chelidae","Chelodina",NA,0.269679944985297,0.276518633141656,"Single"
186,544,"Y","Elseya_dentata","Elseya_dentata","",2,0.06,NA,NA,NA,NA,"r2","+","",NA,21,"Length","Mass","","it","Egg","Wild","","Kennett, R.","1999",2,"Chordata","Reptilia","Testudines","Chelidae","Elseya",NA,0.244948974278318,0.250032246420419,"Single"
188,545,"Y","Tropidurus_torquatus","Tropidurus_torquatus","",NA,0.513,NA,NA,NA,NA,"r","+","",NA,76,"Length","Volume","","it","Egg","Wild","","Kiefer, M. C., Van Sluys, M. & Rocha, C. F. D.","2008",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.513,0.566792795352883,"Single"
189,546,"Y","Storeria_dekayi","Storeria_dekayi","",NA,0.5,NA,NA,NA,NA,"r","+","",NA,25,"Length","Length","","it","Offspring","Captive","","King, R. B.","1993",2,"Chordata","Reptilia","Squamata","Colubridae","Storeria",NA,0.5,0.549306144334055,"Single"
190,547,"Y","Cyclura_cychlura","Cyclura_cychlura","",2,0.28,NA,NA,NA,NA,"r2","+","",NA,32,"Length","Mass","","it","Egg","Wild","Cyclura_cychlura_cychlura","Knapp, C. R., Iverson, J. B. & Owens, A. K.","2006",2,"Chordata","Reptilia","Squamata","Iguanidae","Cyclura",NA,0.479942525294651,0.522909598998265,"Single"
