"article" "author" "year" "species" "amniotes" "environment" "reprounit" "ri" "ni"
327 "Mouden, E., Znari, M. & Pieau, C." "2001" "Agama_impalearis" "yes" "captive" "single" 0.61 77
328 "Ji, X. & Sun, P." "2000" "Ptyas_korros" "yes" "captive" "single" 0.653 19
329 "Bustos-Zagal, M., Cruz, F., Castro-Franco, R. & Cruz, M." "2011" "Sceloporus_ochoterenae" "yes" "wild" "single" 0.356 32
330 "Adamopoulou, C. & Valakos, E." "2000" "Podarcis_milensis" "yes" "wild" "single" 0.09 126
331 "Amat, F., Llorente, G. & Carretero, M." "2000" "Lacerta_agilis" "yes" "wild" "single" 0.75 37
332 "Arribas, O. & Galan, P." "2005" "Iberolacerta_bonnali" "yes" "captive" "single" 0.5 25
332 "Arribas, O. & Galan, P." "2005" "Iberolacerta_aranica" "yes" "captive" "single" 0.64 40
332 "Arribas, O. & Galan, P." "2005" "Iberolacerta_aurelioi" "yes" "captive" "single" 0.52 23
334 "Carretero, M. & Llorente, G." "1997" "Psammodromus_algirus" "yes" "wild" "single" 0.38 41
335 "Chrondropoulos, B. & Lykakis, J." "1983" "Podarcis_taurica" "yes" "wild" "single" 0.634 108
336 "Goldberg, S. & Robinson, M." "1979" "Meroles_anchietae" "yes" "wild" "single" 0.12 85
337 "Maragou, P., Chrondropoulos, B. & Valakos, E." "1999" "Podarcis_erhardii" "yes" "wild" "single" 0.557 33
337 "Maragou, P., Chrondropoulos, B. & Valakos, E." "1999" "Podarcis_peloponnesiaca" "yes" "wild" "single" 0.625 19
337 "Maragou, P., Chrondropoulos, B. & Valakos, E." "1999" "Podarcis_taurica" "yes" "wild" "single" 0.506 29
338 "Marco, V. & Martin, J." "1994" "Lacerta_schreiberi" "yes" "wild" "single" 0.79 25
340 "Mateo, J. & Castanet, J." "1994" "Timon_lepida" "yes" "wild" "single" 0.614 79
341 "Purse, B. & Thompson, D." "2003" "Coenagrion_mercuriale" "no" "wild" "single" 0.302 20
342 "Sluys, M., Mendes, H., Assis, V. & Kiefer, M." "2002" "Tropidurus_montanus" "yes" "wild" "single" 0.693 52
343 "Ramirez-Bautista, A. & Olivera-Becerril, V." "2004" "Sceloporus_pyrocephalus" "yes" "wild" "single" 0.23 53
344 "Ramirez-Bautista, A., Luja, V. H., Balderas-Valdivia, C. & Ortiz-Pulido, R." "2006" "Sceloporus_melanorhinus" "yes" "wild" "single" 0.39 12
345 "Ramirez-Bautista, A., Stephenson, B. P., Hernandez-Ibarra, X.,  Hernandez-Salinas, U.,  Cruz-Elizalde, R., Lozano, A. & Geoffrey, R.S." "2012" "Sceloporus_spinosus" "yes" "wild" "single" 0.54 12
346 "Rodrigues, D. J., Uetanabaro, M. & Lopes, F. S." "2005" "Trachycephalus_venulosus" "no" "wild" "single" 0.324 22
347 "Rodrigues, D. J., Uetanabaro, M. & Lopes, F. S." "2007" "Phyllomedusa_azurea" "no" "wild" "single" 0.535 8
348 "Masunaga, G., Matsuura, R., Yoshino, T. & Ota, H." "2003" "Emydocephalus_ijimae" "yes" "wild" "single" 0.355 23
349 "de Oliveira, R. B., Pontes, G. M. F., Maciel, A. P., Gomes, L. R. & Di-Bernardo, M." "2011" "Xenodon_dorbignyi" "yes" "wild" "single" 0.226 50
350 "Brown, G. & Shine, R." "2007" "Tropidonophis_mairii" "yes" "wild" "single" 0.316 830
352 "Rollinson, N. & R. Brooks" "2008" "Chrysemys_picta" "yes" "wild" "single" 0.466 168
353 "Lardner, B. & Loman, J." "2003" "Rana_temporaria" "no" "captive" "single" 0.77 39
354 "Milanovich, J. R., Trauth, S. E., Saugey, D. A. & Jordan, R. R." "2006" "Plethodon_albagula" "no" "wild" "single" 0.077 48
355 "Jones, P." "unpub" "Galaxias_anomalus" "no" "wild" "single" 0.639 25
355 "Jones, P." "unpub" "Galaxias_depressiceps" "no" "wild" "single" 0.781 19
355 "Jones, P." "unpub" "Galaxias_eldoni" "no" "wild" "single" 0.937 22
355 "Jones, P." "unpub" "Galaxias_pullus" "no" "wild" "single" 0.814 17
355 "Jones, P." "unpub" "Galaxias_gollumoides" "no" "wild" "single" 0.647 18
355 "Jones, P." "unpub" "Galaxias_southern" "no" "wild" "single" 0.862 20
355 "Jones, P." "unpub" "Galaxias_D." "no" "wild" "single" 0.664 8
355 "Jones, P." "unpub" "Galaxias_vulgaris" "no" "wild" "single" 0.459 15
355 "Lyapkov, S. M., Kornilova, M. B. & Severtsov, A. S." "2002" "Rana_temporaria" "no" "captive" "single" 0.496 290
356 "Casas-Andreu, G., Barrios-Quiroz, G. & Macip-Rios, R." "2011" "Crocodylus_moreletii" "yes" "wild" "single" 0.32 191
357 "Garcia-Marquez, M., Lopez-Jurado, L.F & Mateo, J.A." "1999" "Gallotia_caesaris" "yes" "wild" "single" 0.56 15
358 "Niejalke, D. P." "2006" "Ctenophorus_pictus" "yes" "wild" "single" 0.485 45
358 "Niejalke, D. P." "2006" "Ctenophorus_pictus" "yes" "wild" "single" 0.796 45
359 "Bonach, K., Pina, C. I. & Verdade, L. M." "2006" "Podocnemis_expansa" "yes" "wild" "single" 0.416 14
360 "Puzin, C., Acou, A., Bonte, D. and Petillon, J." "2011" "Pardosa_purbeckensis" "no" "wild" "single" 0.703 30
360 "Puzin, C., Acou, A., Bonte, D. and Petillon, J." "2011" "Arctosa_fulvolineata" "no" "wild" "single" 0.765 30
361 "Uller, T. & Olsson, M." "2009" "Ctenophorus_fordi" "yes" "captive" "single" 0.192 178
