"study"	"treatment"	"control"	"yi"	"sei"	"vi"	"m1i"	"sd1i"	"n1i"	"m2i"	"sd2i"	"n2i"	"instrument"	"time.week"	"sessions"	"country"	"mean.age"	"percent.women"	"rob"
"274"	"Stangier, 2011"	"cbt"	"wlc"	0.791433387870007	0.233985063664174	0.0547490100179276	39.49	21.09	38	59.9	29.05	41	"lsas"	20	16	"europe"	35.6	55.6	"high"
"275"	"Stangier, 2011"	"ipt"	"wlc"	0.446256797696684	0.228016325931	0.051991444891072	48.16	22.36	38	59.9	29.05	41	"lsas"	20	16	"europe"	35.6	55.6	"high"
"276"	"Stangier, 2011"	"cbt"	"wlc"	0.716023207327626	0.232411835767015	0.054015261404594	51.2	20.61	38	69.19	28.26	41	"spai"	20	16	"europe"	35.6	55.6	"high"
"277"	"Stangier, 2011"	"ipt"	"wlc"	0.389083694336247	0.22733934404524	0.05168317735092	59.75	18.38	38	69.19	28.26	41	"spai"	20	16	"europe"	35.6	55.6	"high"
"278"	"Stolz, 2018"	"cbt (app)"	"wlc"	0.804493300535554	0.231641681539846	0.0536578686266074	53.5	25.56169	60	74	24.64752	30	"lsas-sr"	12	8	"europe"	34.8	62.67	"some concerns"
"279"	"Stolz, 2018"	"cbt (computer)"	"wlc"	0.777415880322499	0.231118543805207	0.0534157812906394	54.6	24.78709	60	74	24.64752	30	"lsas-sr"	12	8	"europe"	34.8	62.67	"some concerns"
"280"	"Stolz, 2018"	"cbt (app)"	"wlc"	0.534042715434568	0.227182502338471	0.0516118893687694	33	16.26653	60	41.6	15.33623	30	"sias"	12	8	"europe"	34.8	62.67	"some concerns"
"281"	"Stolz, 2018"	"cbt (computer)"	"wlc"	0.35957587627946	0.225234860637966	0.050730742446604	36	15.49193	60	41.6	15.33623	30	"sias"	12	8	"europe"	34.8	62.67	"some concerns"
"282"	"Stolz, 2018"	"cbt (app)"	"wlc"	0.742124996039097	0.230461928895099	0.0531127006700497	22.6	14.71734	60	33.5	14.24079	30	"sps"	12	8	"europe"	34.8	62.67	"some concerns"
"283"	"Stolz, 2018"	"cbt (computer)"	"wlc"	0.833173951640931	0.232213970092115	0.0539233279059417	21.7	13.94274	60	33.5	14.24079	30	"sps"	12	8	"europe"	34.8	62.67	"some concerns"
"284"	"Teale Sapach, 2022"	"3rd"	"wlc"	1.31345266780004	0.364060345812647	0.132539935393224	19.58	6.79	19	27.33	4.45	18	"bfne-s"	6	6	"north america"	34.3	67.8	"some concerns"
"285"	"Teale Sapach, 2022"	"applied relaxation"	"wlc"	0.969649997843033	0.370390589887553	0.13718918907725	21	8.11	15	27.33	4.45	18	"bfne-s"	6	6	"north america"	34.3	67.8	"some concerns"
"286"	"Teale Sapach, 2022"	"3rd"	"wlc"	0.626541739973642	0.337236626006612	0.113728541920323	69.79	27.26	19	87.11	26.82	18	"lsas-sr"	6	6	"north america"	34.3	67.8	"some concerns"
"287"	"Teale Sapach, 2022"	"applied relaxation"	"wlc"	0.413164182948194	0.353467953869611	0.124939594412769	75.33	28.98	15	87.11	26.82	18	"lsas-sr"	6	6	"north america"	34.3	67.8	"some concerns"
"288"	"Teale Sapach, 2022"	"3rd"	"wlc"	0.99649308106685	0.34957770574614	0.122204572354735	25.95	10.07	19	35.89	9.42	18	"sips"	6	6	"north america"	34.3	67.8	"some concerns"
"289"	"Teale Sapach, 2022"	"applied relaxation"	"wlc"	0.633012684116173	0.358609634529193	0.128600869977161	29.07	11.7	15	35.89	9.42	18	"sips"	6	6	"north america"	34.3	67.8	"some concerns"
"290"	"Thew, 2022"	"cbt"	"wlc"	0.553743533833946	0.307444613404544	0.0945221903114695	20.9	6.84	22	24.29	5.05	22	"fne"	15	14	"asia"	33.1	70	"low"
"291"	"Thew, 2022"	"cbt"	"wlc"	2.3524570052142	0.395117519453982	0.156117854179468	21.05	21.03	22	74.86	23.81	22	"lsas-sr"	15	14	"asia"	33.1	70	"low"
"292"	"Thew, 2022"	"cbt"	"wlc"	1.84262494615201	0.36182334806538	0.130916135205241	25.67	10.71	22	47.57	12.56	22	"sias"	15	14	"asia"	33.1	70	"low"
"293"	"Thew, 2022"	"cbt"	"wlc"	1.93544604850077	0.367489206520887	0.135048316909351	15.67	11.38	22	38.9	12.18	22	"spin"	15	14	"asia"	33.1	70	"low"
"294"	"Thew, 2022"	"cbt"	"wlc"	1.20689880800304	0.328743865517643	0.108072529115482	9.57	7.83	22	23.86	14.46	22	"sps"	15	14	"asia"	33.1	70	"low"
"295"	"Thew, 2022"	"cbt"	"wlc"	1.91732000690614	0.366367893966528	0.134225433729469	13	6.89	22	27.43	7.86	22	"spwss"	15	14	"asia"	33.1	70	"low"
"296"	"Titov, 2008a"	"cbt"	"wlc"	0.853721936754765	0.210111683861772	0.0441469196952292	39.24	12.18	50	50.59	14.15	49	"sias"	10	6	"australia"	38.1	58.6	"some concerns"
"297"	"Titov, 2008a"	"cbt"	"wlc"	1.03464577676146	0.214241673968295	0.0458994948647372	20.64	10.46	50	33.92	14.7	49	"sps"	10	6	"australia"	38.1	58.6	"some concerns"
"298"	"Titov, 2008b"	"cbt"	"wlc"	1.27839808786188	0.244281526035855	0.0596734639624061	39.9	14.67	41	56.8	11.25	40	"sias"	10	6	"australia"	36.8	62.96	"some concerns"
"299"	"Titov, 2008b"	"cbt"	"wlc"	1.0866002578585	0.238368095968853	0.0568193491758163	18.12	12.46	41	32.78	14.23	40	"sps"	10	6	"australia"	36.8	62.96	"some concerns"
"300"	"Titov, 2008c"	"cbt (gsh)"	"wlc"	0.961825114750298	0.262600930886528	0.068959248902471	40.87	8	31	53.06	15.53	34	"sias"	10	6	"australia"	38	61.05	"some concerns"
"301"	"Titov, 2008c"	"cbt (ush)"	"wlc"	0.3390684236058	0.252320239098691	0.0636655030588206	48.03	13.59	30	53.06	15.53	34	"sias"	10	6	"australia"	38	61.05	"some concerns"
"302"	"Titov, 2008c"	"cbt (gsh)"	"wlc"	1.05214496456904	0.265315940727875	0.0703925484043173	18.65	12.2	31	35.44	18.42	34	"sps"	10	6	"australia"	38	61.05	"some concerns"
"303"	"Titov, 2008c"	"cbt (ush)"	"wlc"	0.405958991605534	0.253109608952324	0.0640644741439984	28.27	16.27	30	35.44	18.42	34	"sps"	10	6	"australia"	38	61.05	"some concerns"
"304"	"Turner, 1994"	"exposure"	"other ctr"	1.54038940375623	0.605147673376525	0.366203706593021	NA	NA	NA	NA	NA	NA	"ispi"	13	20	"north america"	35.4	61.1	"high"
"305"	"Turner, 1994"	"exposure"	"other ctr"	0.971292644410408	0.620500199710591	0.385020497840883	NA	NA	NA	NA	NA	NA	"spefi"	13	20	"north america"	35.4	61.1	"high"
"306"	"Wang, 2020"	"cbt (guided)"	"wlc"	1.14319018114757	0.289403252807012	0.0837542427352793	51.21	13.25	33	66.5	13.11	24	"sias"	8	8	"asia"	24.9	70.2	"high"
"307"	"Wang, 2020"	"cbt (unguided)"	"wlc"	0.873322606392471	0.261597913612292	0.0684334684063042	53.91	14.8	47	66.5	13.11	24	"sias"	8	8	"asia"	24.9	70.2	"high"
"308"	"Wang, 2020"	"cbt (guided)"	"wlc"	1.01393765110291	0.28502648104958	0.0812400948995066	40.03	14.99	33	56.29	16.9	24	"sps"	8	8	"asia"	24.9	70.2	"high"
"309"	"Wang, 2020"	"cbt (unguided)"	"wlc"	0.650669146530443	0.256886890141316	0.0659908743264766	44.89	17.54	47	56.29	16.9	24	"sps"	8	8	"asia"	24.9	70.2	"high"
"310"	"Ye, 2017"	"3rd"	"cau"	0.7192316411684	0.398169869279766	0.158539244802266	2.79	0.36	14	3.31	0.94	13	"lsas-sr-anxiety"	10	8	"asia"	25.1	37	"some concerns"
"311"	"Ye, 2017"	"3rd"	"cau"	0.976138430395392	0.408799476559138	0.167117012035025	3.78	0.65	14	4.42	0.62	13	"lsas-sr-avoidence"	10	8	"asia"	25.1	37	"some concerns"
"312"	"Yoshinaga, 2016"	"cbt"	"cau"	1.95129233397821	0.37726133738424	0.142326116684945	39.2	21.8	21	80.9	20.1	21	"lsas"	16	16	"asia"	32.1	40.5	"some concerns"
"313"	"Yoshinaga, 2016"	"cbt"	"cau"	1.19284114364788	0.335908894470618	0.112834785384473	81.8	31.6	21	115.4	23	21	"spai"	16	16	"asia"	32.1	40.5	"some concerns"
"314"	"Zainal, 2021"	"exposure"	"wlc"	0.395976454131848	0.309620195894572	0.0958646657057932	25.29	9.5	26	29.8	13.28	18	"sias"	4	4	"north america"	23.3	77.3	"some concerns"
"315"	"Zainal, 2021"	"exposure"	"wlc"	0.71416688428093	0.316270329454754	0.100026921293419	9.52	3.51	26	12.53	4.92	18	"spdq"	4	4	"north america"	23.3	77.3	"some concerns"
