Author,Year,Title,DOI,DTIC.link,SA.measure.type,Sample.size,Sample.size.stats,es.z,vi.z,SampleID,Outcome,Comments
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.244774113,0.055555556,Pierce2008,265,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SAGAT,21,21,0.192337169,0.055555556,Pierce2008,266,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.227583866,0.055555556,Pierce2008,267,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.407016082,0.055555556,Pierce2008,268,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.263094049,0.055555556,Pierce2008,269,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.022615828,0.055555556,Pierce2008,270,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.160955782,0.055555556,Pierce2008,271,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.219450072,0.055555556,Pierce2008,272,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SAGAT,21,21,0.368627899,0.055555556,Pierce2008,273,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.293151115,0.055555556,Pierce2008,274,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.43528418,0.055555556,Pierce2008,275,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.438391849,0.055555556,Pierce2008,276,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.214490679,0.055555556,Pierce2008,277,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.508840879,0.055555556,Pierce2008,278,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.481211825,0.055555556,Pierce2008,279,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SAGAT,21,21,0.467145308,0.055555556,Pierce2008,280,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.123144159,0.055555556,Pierce2008,281,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,-0.022615828,0.055555556,Pierce2008,282,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.53592605,0.055555556,Pierce2008,283,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.067183189,0.055555556,Pierce2008,284,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.022615828,0.055555556,Pierce2008,285,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.152185828,0.055555556,Pierce2008,286,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SAGAT,21,21,0.361358597,0.055555556,Pierce2008,287,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.135164421,0.055555556,Pierce2008,288,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.706180685,0.055555556,Pierce2008,289,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.171282014,0.055555556,Pierce2008,290,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.016844009,0.055555556,Pierce2008,291,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.189811092,0.055555556,Pierce2008,292,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.209423225,0.055555556,Pierce2008,293,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SAGAT,21,21,0.203539697,0.055555556,Pierce2008,294,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.27464303,0.055555556,Pierce2008,295,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.467145308,0.055555556,Pierce2008,296,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.331691322,0.055555556,Pierce2008,297,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.217913277,0.055555556,Pierce2008,298,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.129246659,0.055555556,Pierce2008,299,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.173446912,0.055555556,Pierce2008,300,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SAGAT,21,21,0.06192457,0.055555556,Pierce2008,301,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,-0.185068046,0.055555556,Pierce2008,302,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.166460765,0.055555556,Pierce2008,303,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.244974852,0.055555556,Pierce2008,304,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.016844009,0.055555556,Pierce2008,305,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,-0.203539697,0.055555556,Pierce2008,306,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SART,21,21,0.157386078,0.055555556,Pierce2008,307,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SAGAT,21,21,0.432138732,0.055555556,Pierce2008,308,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.117798302,0.055555556,Pierce2008,309,NA
Pierce,2008,COMPARING SITUATION AWARENESS MEASUREMENT TECHNIQUES IN A LOW FIDELITY AIR TRAFFIC CONTROL SIMULATION,http://icas.org/ICAS_ARCHIVE/ICAS2008/PAPERS/579.PDF,NA,SPAM,21,21,0.562597262,0.055555556,Pierce2008,310,NA
Selcon,1990,Evaluation of the Situational Awareness Rating Technique (SART) As a Tool for Aircrew Systems Design,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a223939.pdf,SART,12,12,0.168047425,0.111111111,Selcon1990,311,Experiment 3
Selcon,1990,Evaluation of the Situational Awareness Rating Technique (SART) As a Tool for Aircrew Systems Design,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a223939.pdf,SART,12,12,-0.239282002,0.111111111,Selcon1990,312,NA
Selcon,1990,Evaluation of the Situational Awareness Rating Technique (SART) As a Tool for Aircrew Systems Design,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a223939.pdf,SART,12,12,0.40005965,0.111111111,Selcon1990,313,NA
Cooper,2010,"Managing the deteriorating patient in a simulated environment: Nursing students knowledge, skill and situation awareness.",10.1111/j.1365-2702.2009.03164.x,NA,SAGAT,51,51,0.203774438,0.020833333,Cooper 2010,314,"Reported as one-tailed, p = 0.079 "
Strybel,2008,Assessing the Situation Awareness of Pilots Engaged in Self Spacing,https://doi.org/10.1177/154193120805200104,NA,SPAM,13,13,0.758173745,0.1,Strybel 2008,315,NA
Strybel,2008,Assessing the Situation Awareness of Pilots Engaged in Self Spacing,https://doi.org/10.1177/154193120805200104,NA,SPAM,13,13,0.68382435,0.1,Strybel 2008,316,NA
Jannat,2018,The role of driver’s situational awareness on right-hook bicycle-motor vehicle crashes,https://doi.org/10.1016/j.ssci.2018.07.025,NA,SAGAT,51,51,0.309519604,0.020833333,Jannat2018,317,"Point biserial correlation coding as 3 (for Spearman). Change sign to - 1 because: performance = 0 is crash, performance = 0 is crash avoidance"
Jannat,2018,The role of driver’s situational awareness on right-hook bicycle-motor vehicle crashes,https://doi.org/10.1016/j.ssci.2018.07.028,NA,SAGAT,51,51,0.140925576,0.020833333,Jannat2018,318,NA
Kraemer,2015,Real time validation of online situation awareness questionnaires in simulated approach air traffic control,https://doi.org/10.1016/j.promfg.2015.07.864,NA,SAGAT,57,57,0.185660697,0.018518519,Kraemer2015,319,"High ATC performance is bad: ""… total duration of all conflicts and speed/height violations occurring throughout a scenario in relation to total scenario time."" 

Assuming Pearson correlation, not stated in the paper

In the paper, offline probe is used. Coded as SAGAT and corresponds to SA accuracy."
Kraemer,2015,Real time validation of online situation awareness questionnaires in simulated approach air traffic control,https://doi.org/10.1016/j.promfg.2015.07.865,NA,SAGAT,57,57,0.251386481,0.018518519,Kraemer2015,320,Explicit generic n.s.
Kraemer,2015,Real time validation of online situation awareness questionnaires in simulated approach air traffic control,https://doi.org/10.1016/j.promfg.2015.07.866,NA,SAGAT,57,57,0.116206833,0.018518519,Kraemer2015,321,NA
Kraemer,2015,Real time validation of online situation awareness questionnaires in simulated approach air traffic control,https://doi.org/10.1016/j.promfg.2015.07.867,NA,SPAM,57,57,0.42364893,0.018518519,Kraemer2015,322,"In the paper, online probe is used. Coded as SPAM and corresponds to SA mean response time."
Kraemer,2015,Real time validation of online situation awareness questionnaires in simulated approach air traffic control,https://doi.org/10.1016/j.promfg.2015.07.868,NA,SPAM,57,57,0.342828254,0.018518519,Kraemer2015,323,NA
Kraemer,2015,Real time validation of online situation awareness questionnaires in simulated approach air traffic control,https://doi.org/10.1016/j.promfg.2015.07.869,NA,SPAM,57,57,0.080171325,0.018518519,Kraemer2015,324,NA
Loft,2018,Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach,https://doi.org/10.1177/0018720818784803,NA,SAGAT,59,59,0.320545409,0.017857143,Loft2018,325,"Assuming Pearson correlations in Table 2. Correlations are for entire scenario between-participants, appears to be using averages. High accuracy is good perf

*Uses multilevel modeling for full analysis"
Loft,2018,Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach,https://doi.org/10.1177/0018720818784803,NA,SAGAT,59,59,0.320545409,0.017857143,Loft2018,326,Low RT is good perf code as -1
Loft,2018,Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach,https://doi.org/10.1177/0018720818784803,NA,SAGAT,59,59,0.510070337,0.017857143,Loft2018,327,High hit-FA rate is good perf
Loft,2018,Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach,https://doi.org/10.1177/0018720818784803,NA,SAGAT,59,59,0.090244188,0.017857143,Loft2018,328,Low RT is good perf code as -1
Loft,2018,Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach,https://doi.org/10.1177/0018720818784803,NA,SAGAT,59,59,0.298566264,0.017857143,Loft2018,329,High hit rate is good perf
Loft,2018,Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach,https://doi.org/10.1177/0018720818784803,NA,SAGAT,59,59,0.255412812,0.017857143,Loft2018,330,Low RT is good perf code as -1
Paletta,2017,Towards Real-time Probabilistic Evaluation of Situation Awareness from Human Gaze in Human-Robot Interaction,http://dx.doi.org/10.1145/3029798.3038322,NA,SAGAT,12,12,0.070114671,0.111111111,Paletta2017,331,Table 1 correlation matrix using averages for each phase (SAGAT and gripper hit rate)
Paletta,2017,Towards Real-time Probabilistic Evaluation of Situation Awareness from Human Gaze in Human-Robot Interaction,http://dx.doi.org/10.1145/3029798.3038322,NA,SAGAT,12,12,0.198569333,0.111111111,Paletta2017,332,NA
Paletta,2017,Towards Real-time Probabilistic Evaluation of Situation Awareness from Human Gaze in Human-Robot Interaction,http://dx.doi.org/10.1145/3029798.3038323,NA,SAGAT,12,12,0.705742305,0.111111111,Paletta2017,333,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.012,NA,SAGAT,13,13,-0.110446916,0.1,Puuska2018,334,Iteration 2. Table 6. Non-interactive interface
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.013,NA,SAGAT,13,13,0.010000333,0.1,Puuska2018,335,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.014,NA,SAGAT,13,13,-0.198569333,0.1,Puuska2018,336,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.015,NA,SAGAT,13,13,0.10943478,0.1,Puuska2018,337,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.016,NA,SART,13,13,0.468516629,0.1,Puuska2018,338,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.017,NA,SART,13,13,-0.316126175,0.1,Puuska2018,339,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.018,NA,SART,13,13,0.680739596,0.1,Puuska2018,340,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.019,NA,SART,13,13,0.540015897,0.1,Puuska2018,341,"SART high demand is bad SA, code as -1"
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.020,NA,SAGAT,13,13,0.832843729,0.1,Puuska2018,342,Iteration 2. Table 6. Interactive interface
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.021,NA,SAGAT,13,13,0.670030583,0.1,Puuska2018,343,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.022,NA,SAGAT,13,13,0.381489138,0.1,Puuska2018,344,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.023,NA,SAGAT,13,13,-0.033011987,0.1,Puuska2018,345,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.024,NA,SART,13,13,0.225758808,0.1,Puuska2018,346,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.025,NA,SART,13,13,0.082184534,0.1,Puuska2018,347,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.026,NA,SART,13,13,-0.030009005,0.1,Puuska2018,348,NA
Puuska,2018,Nationwide critical infrastructure monitoring using a common operating picture framework,https://doi.org/10.1016/j.ijcip.2017.11.027,NA,SART,13,13,0.292027659,0.1,Puuska2018,349,"SART high demand is bad SA, code as -1"
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.065091774,0.005952381,Bowden2013,350,"Same data as Loft et al. 2015, should drop Loft2015 effects (hierarchical regressions) and include correlations from this paper instead. SPAM condition, Table 2 p. 17 "
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.153187103,0.005952381,Bowden2013,351,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,-0.053049709,0.005952381,Bowden2013,352,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.03401311,0.005952381,Bowden2013,353,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.105388448,0.005952381,Bowden2013,354,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.20690272,0.005952381,Bowden2013,355,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.177851799,0.005952381,Bowden2013,356,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.10943478,0.005952381,Bowden2013,357,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.0852056,0.005952381,Bowden2013,358,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.233133868,0.005952381,Bowden2013,359,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.310618868,0.005952381,Bowden2013,360,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SPAM,171,171,0.181982689,0.005952381,Bowden2013,361,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,0.006000072,0.005952381,Bowden2013,362,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,0.064087597,0.005952381,Bowden2013,363,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,-0.045030412,0.005952381,Bowden2013,364,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,-0.026005861,0.005952381,Bowden2013,365,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,0.160360592,0.005952381,Bowden2013,366,"SAGAT condition, Table 3 p. 18"
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,0.284429817,0.005952381,Bowden2013,367,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,0.477202013,0.005952381,Bowden2013,368,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,0.263964597,0.005952381,Bowden2013,369,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,-0.021003088,0.005952381,Bowden2013,370,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,0.107411176,0.005952381,Bowden2013,371,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,0.055055559,0.005952381,Bowden2013,372,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SAGAT,171,171,0.121595763,0.005952381,Bowden2013,373,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,0.077152721,0.005952381,Bowden2013,374,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,-0.033011987,0.005952381,Bowden2013,375,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,0.075141102,0.005952381,Bowden2013,376,""""""
