"Article","Amniotes","animal","Type","Parameters","Statistics","Estimate","df","df.1","SE","Correlation","Direction","Adjusted","Formula","N","Maternal","Offspring","Propagule","Reproduction..0...itero..1...semel.","Environment","Comments","Author","Date","Species","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr"
55,"N","Zoarces_viviparus","r",NA,-0.68,NA,NA,NA,NA,"-0.68","+","Y",NA,44,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.68,-0.829114038301766
55,"N","Zoarces_viviparus","r",NA,-0.41,NA,NA,NA,NA,"-0.41","+","Y",NA,36,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.41,-0.435611223236224
55,"N","Zoarces_viviparus","r",NA,-0.79,NA,NA,NA,NA,"-0.79","+","Y",NA,44,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.79,-1.07143168405867
55,"N","Zoarces_viviparus","r",NA,-0.52,NA,NA,NA,NA,"-0.52","+","Y",NA,47,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.52,-0.576339754969193
55,"N","Zoarces_viviparus","r",NA,-0.49,NA,NA,NA,NA,"-0.49","+","Y",NA,49,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.49,-0.536060336610567
55,"N","Zoarces_viviparus","r",NA,-0.49,NA,NA,NA,NA,"-0.49","+","Y",NA,47,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.49,-0.536060336610567
55,"N","Zoarces_viviparus","r",NA,-0.41,NA,NA,NA,NA,"-0.41","+","Y",NA,49,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.41,-0.435611223236224
55,"N","Zoarces_viviparus","r",NA,-0.41,NA,NA,NA,NA,"-0.41","+","Y",NA,48,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.41,-0.435611223236224
55,"N","Zoarces_viviparus","r",NA,-0.43,NA,NA,NA,NA,"-0.43","+","Y",NA,50,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.43,-0.459896681212679
55,"N","Zoarces_viviparus","r",NA,-0.58,NA,NA,NA,NA,"-0.58","+","Y",NA,43,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.58,-0.662462707371799
55,"N","Zoarces_viviparus","r",NA,-0.37,NA,NA,NA,NA,"-0.37","+","Y",NA,50,"Fecundity","Length","Offspring","0","Wild","","Vetemaa, M., Neuman, E., Thoresson, G. & Pihlak, M","2006","Zoarces_viviparus",1,"Chordata","Actinopterygii","Perciformes","Zoarcidae","Zoarces",NA,-0.37,-0.388423099718296
52,"Y","Zootoca_vivipara","r",NA,-0.388,NA,NA,NA,NA,"-0.388","+","Y",NA,44,"Fecundity","Mass","Offspring","0","Captive","","Sorci, G. & Clobert, J.","1999","Zootoca_vivipara",1,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,-0.388,-0.409443429277212
152,"Y","Zootoca_vivipara","r",NA,-0.54,NA,NA,NA,NA,"","-","Y",NA,25,"Fecundity","Mass","Offspring","0","Captive","","Uller, T. & Olsson, M.","2005","Zootoca_vivipara",2,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,-0.54,-0.604155602962267
152,"Y","Zootoca_vivipara","r",NA,-0.19,NA,NA,NA,NA,"","-","Y",NA,45,"Fecundity","Mass","Offspring","0","Wild","","Uller, T. & Olsson, M.","2005","Zootoca_vivipara",2,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,-0.19,-0.192337169219545
