comp_ID,study_ID,dam_ID,animal_ID,Reference,species,strain,manip_type,manip_direction,nom_manip_val,exp,control,manip_parameter,vitmin_eql,adlib_con,adlib_exp,diet_con,diet_exp,dam_diet_start_dPC,dam_diet_end_dPC,diet_label,age_mating,n_con_dam,n_exp_dam,multi_use_con,dam_housing,temperature,photoperiod,litter_size,litter_size_equalized,crossfostered,sex,housing,bodymass_mean_contr,bodymass_SE_contr,bodymass_mean_exp,bodymass_SE_exp,bm_N_contr,bm_N_exp,bm_dPP,offspring_diet,offspring_con_adlib,offspring_diet_level,offspring_diet_end_dPP,post_diet_adlib,response_age_dPP,authors_behaviour_classification,our_behaviour_classification,response_test,time_trial,measure,unit,high_better,night/day,comparison,exp_mean,exp_se,exp_n,con_mean,con_se,con_n,con_ID,percentage,Data_source,measure_comments,SE_imputed,Comments
comp_459,s_42,D_82,A_117,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,411.7,25.62,401.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,day,con_LPL_day_f,446.51,20.93,7,418.61,48.84,5,con_158,no,Fig. 2a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_460,s_42,D_82,A_117,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,411.7,25.62,402.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,day,con_LPL_day_f,237.21,20.93,7,376.74,48.84,5,con_159,no,Fig. 2a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_461,s_42,D_82,A_117,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,411.7,25.62,403.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,day,con_LPL_day_f,174.42,20.93,7,202.33,20.93,5,con_160,no,Fig. 2a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_462,s_42,D_83,A_118,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,f,NA,389.36,25.53,404.75,25.53,19,19,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,day,con_LPA_day_f,425.58,34.88,5,418.61,48.84,5,con_158,no,Fig. 2a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_463,s_42,D_83,A_118,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,f,NA,389.36,25.53,405.75,25.53,19,19,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,day,con_LPA_day_f,300,55.81,5,376.74,48.84,5,con_159,no,Fig. 2a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_464,s_42,D_83,A_118,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,f,NA,389.36,25.53,406.75,25.53,19,19,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,day,con_LPA_day_f,216.28,20.93,5,202.33,20.93,5,con_160,no,Fig. 2a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_465,s_42,D_80,A_111,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,7,pre,NA,10,10,yes,NA,NA,12,8,yes,no,m,NA,770.05,53.48,689.84,42.78,18,12,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPE_night_m,526.01,8.09,4,493.64,56.65,5,con_161,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_466,s_42,D_80,A_111,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,7,pre,NA,10,10,yes,NA,NA,12,8,yes,no,m,NA,771.05,53.48,689.84,42.78,18,12,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPE_night_m,420.81,129.48,4,275.14,48.56,5,con_162,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_467,s_42,D_80,A_111,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,7,pre,NA,10,10,yes,NA,NA,12,8,yes,no,m,NA,772.05,53.48,689.84,42.78,18,12,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPE_night_m,234.68,8.1,4,202.31,32.37,5,con_163,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_468,s_42,D_81,A_112,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,8,14,pre,NA,10,8,yes,NA,NA,12,8,yes,no,m,NA,773.05,53.48,721.93,48.13,18,13,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPM_night_m,566.47,32.37,5,493.64,56.65,5,con_161,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_469,s_42,D_81,A_112,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,8,14,pre,NA,10,8,yes,NA,NA,12,8,yes,no,m,NA,774.05,53.48,721.93,48.13,18,13,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPM_night_m,331.79,40.46,5,275.14,48.56,5,con_162,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_470,s_42,D_81,A_112,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,8,14,pre,NA,10,8,yes,NA,NA,12,8,yes,no,m,NA,775.05,53.48,721.93,48.13,18,13,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPM_night_m,242.77,24.28,5,202.31,32.37,5,con_163,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_471,s_42,D_82,A_113,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,m,NA,776.05,53.48,748.66,53.48,18,21,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPL_night_m,477.46,56.65,5,493.64,56.65,5,con_161,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_472,s_42,D_82,A_113,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,m,NA,777.05,53.48,748.66,53.48,18,21,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPL_night_m,315.61,48.55,5,275.14,48.56,5,con_162,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_473,s_42,D_82,A_113,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,m,NA,778.05,53.48,748.66,53.48,18,21,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPL_night_m,226.59,24.28,5,202.31,32.37,5,con_163,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_474,s_42,D_83,A_114,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,m,NA,779.05,53.48,721.93,48.13,18,18,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPA_night_m,477.46,56.65,5,493.64,56.65,5,con_161,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_475,s_42,D_83,A_114,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,m,NA,780.05,53.48,721.93,48.13,18,18,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPA_night_m,404.62,145.67,5,275.14,48.56,5,con_162,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_476,s_42,D_83,A_114,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,m,NA,781.05,53.48,721.93,48.13,18,18,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPA_night_m,202.31,40.47,5,202.31,32.37,5,con_163,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_477,s_42,D_80,A_115,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,7,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,481.92,4738.3,395.75,25.53,19,17,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPE_night_f,501.73,56.65,5,509.83,40.46,5,con_164,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_478,s_42,D_80,A_115,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,7,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,481.92,4738.3,396.75,25.53,19,17,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPE_night_f,258.96,32.37,5,331.79,72.83,5,con_165,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_479,s_42,D_80,A_115,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,7,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,481.92,4738.3,397.75,25.53,19,17,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPE_night_f,242.78,32.37,5,226.59,16.18,5,con_166,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_480,s_42,D_81,A_116,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,8,14,pre,NA,10,8,yes,NA,NA,12,8,yes,no,f,NA,382.98,25.53,398.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPM_night_f,501.73,56.65,5,509.83,40.46,5,con_164,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_481,s_42,D_81,A_116,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,8,14,pre,NA,10,8,yes,NA,NA,12,8,yes,no,f,NA,382.98,25.53,399.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPM_night_f,250.87,40.46,5,331.79,72.83,5,con_165,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_482,s_42,D_81,A_116,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,8,14,pre,NA,10,8,yes,NA,NA,12,8,yes,no,f,NA,382.98,25.53,400.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPM_night_f,242.78,40.46,5,226.59,16.18,5,con_166,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_483,s_42,D_82,A_117,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,411.7,25.62,401.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPL_night_f,428.9,16.19,7,509.83,40.46,5,con_164,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_484,s_42,D_82,A_117,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,411.7,25.62,402.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPL_night_f,226.59,24.28,7,331.79,72.83,5,con_165,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_485,s_42,D_82,A_117,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,15,22,pre,NA,10,10,yes,NA,NA,12,8,yes,no,f,NA,411.7,25.62,403.75,25.53,19,15,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPL_night_f,202.31,8.09,7,226.59,16.18,5,con_166,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_486,s_42,D_83,A_118,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,f,NA,389.36,25.53,404.75,25.53,19,19,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Activity,sec,yes,night,con_LPA_night_f,509.83,56.65,5,509.83,40.46,5,con_164,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_487,s_42,D_83,A_118,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,f,NA,389.36,25.53,405.75,25.53,19,19,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,EXPLORATION,Photocell_device,30,Rearing,sec,yes,night,con_LPA_night_f,291.33,48.56,5,331.79,72.83,5,con_165,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_488,s_42,D_83,A_118,"Bellinger, Sculley & Langley-Evans (2006)",rats,Wistar,protein,-,50%,9%,18%,protein content,NA,yes,yes,CRMX_special_Diet_Cambridge_18%Casein,CRMX_special_Diet_Cambridge_9%Casein,0,22,pre,NA,10,11,yes,NA,NA,12,8,yes,no,f,NA,389.36,25.53,406.75,25.53,19,19,396,control,yes,B&K_Universal_rodent_diet_20%protein,28,yes,396,ACTIVITY,ACTIVITY,Photocell_device,30,Walking,sec,yes,night,con_LPA_night_f,226.59,24.27,5,226.59,16.18,5,con_166,no,Fig. 3a,NA,no,"Extracted data for ""novel "" not ""adapted"" locomotor activity, range of sample size instead of exact ones (Simon Langsley-Evan gave me exact sample size for testing and mass at testing)"
comp_489,s_43,D_84,A_119,Duran et al. (2005),rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,NA,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,NA,11,10,no,NA,NA,12,8,yes,yes,m,NA,536,83,492,85,88,80,88,control,yes,Purina_Chow_5001,0,yes,88,ACTIVITY,ACTIVITY,Radiotelemetry,1440,Activity_duration,min,yes,day,con_malnourished,646,14.23,10,677,16.44,10,con_167,no,Table 2,Transformed S.D. to S.E.M. ,yes, Did not extract data from Fig 1 and 2 or Table 1: not sure it was extractable.
comp_490,s_43,D_84,A_119,Duran et al. (2005),rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,NA,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,NA,11,10,no,NA,NA,12,8,yes,yes,m,NA,536,83,492,85,88,80,88,control,yes,Purina_Chow_5001,0,yes,88,ACTIVITY,ACTIVITY,Radiotelemetry,1440,Rest_duration,min,no,day,con_malnourished,791,17.08,10,768,18.34,10,con_168,no,Table 2,Transformed S.D. to S.E.M. ,yes, Did not extract data from Fig 1 and 2 or Table 1: not sure it was extractable.
comp_491,s_44,D_85,A_120,Galler et al. (1994),rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,NA,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,NA,17,16,no,NA,23,12,8,yes,yes,m,dam,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,Homecage,3,Square_crossed,#,yes,night,6/25_25/25_starting_adjacent,2.13,0.64,15,1.71,0.91,17,con_169,no,Table 1,NA,no,Did not extract mass as sex are not separated on Fig. 1. Did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. 
comp_492,s_44,D_85,A_121,"Galler, Tonkiss & Maldonado-Irizarry (1994)",rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,NA,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,NA,17,16,no,NA,23,12,8,yes,yes,f,dam,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,Homecage,3,Square_crossed,#,yes,night,6/25_25/25_starting_adjacent,1.38,0.61,16,0.94,0.38,17,con_170,no,Table 1,NA,no,Did not extract mass as sex are not separated on Fig. 1. Did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. 
comp_493,s_44,D_86,A_122,"Galler, Tonkiss & Maldonado-Irizarry (1994)",rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,NA,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,NA,17,16,no,NA,23,12,8,yes,yes,m,dam,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,Homecage,3,Square_crossed,#,yes,night,6/25_25/25_starting_home,0.25,0.25,16,1.94,0.8,17,con_171,no,Table 1,NA,no,Did not extract mass as sex are not separated on Fig. 1. Did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. 
comp_494,s_44,D_86,A_123,"Galler, Tonkiss & Maldonado-Irizarry (1994)",rats,Sprague-Dawley,protein,-,24%,6%,25%,protein content,NA,yes,yes,Teklad_isocal_25Casein,Teklad_isocal_6Casein,-35,22,pre,NA,17,16,no,NA,23,12,8,yes,yes,f,dam,NA,NA,NA,NA,NA,NA,NA,control,yes,Purina_Chow_5001,0,yes,5,ACTIVITY,ACTIVITY,Homecage,3,Square_crossed,#,yes,night,6/25_25/25_starting_home,0.88,0.26,16,0.76,0.42,17,con_172,no,Table 1,NA,no,Did not extract mass as sex are not separated on Fig. 1. Did not extract  homing behaviour just  activity behaviour. Pups tested early but fostered after birth to control females. 
comp_496,s_46,D_88,A_125,Khan et al. (2003),rats,Sprague-Dawley,calorie,+,4.8,25.70%,5.30%,% fat in diet,no,yes,yes,RM3_diet_Special_diet_service,RM3_diet_Special_diet_service,-10,43,pre+lact,NA,12,14,no,NA,NA,NA,8,yes,no,m,single,4238.57,17.54,467.84,11.7,12,14,80,control,yes,RM1_diet_Special_diet_service,21,yes,80,ACTIVITY,ACTIVITY,Homecage,720,Activity,#,yes,day,C_LF_male_day,1.6,0.1,6,1.4,0.1,6,con_173,no,Table 1,Activity (not sure what is measured) was recorded for 10 sec every 5 min for a week. 12-hour day and night means are shown. ,no,S.E.M. were corrected for multiple observations on each animals by use of the Huber sandwich estimator
