"study"	"treatment"	"control"	"week"	"yi"	"vi"	"n1i"	"n2i"	"instrument"	"region"	"mean.age"	"percent.women"	"rob"
"387"	"Mueller-Weinitschke, 2023"	"bat"	"cau"	26	0.479267253621131	0.032158053651148	64	64	"phq-9"	"europe"	42	79	"low risk"
"388"	"Mulcahy, 2010"	"ipt"	"cau"	0	0.119746383705783	0.0806633027233337	29	28	"bdi-2"	"other"	32.22	100	"high risk"
"389"	"Mulcahy, 2010"	"ipt"	"cau"	8	0.633	0.084681	29	28	"bdi-2"	"other"	32.22	100	"high risk"
"390"	"Mulcahy, 2010"	"ipt"	"cau"	21	1.152	0.104329	29	28	"bdi-2"	"other"	32.22	100	"high risk"
"391"	"Mulcahy, 2010"	"ipt"	"cau"	112	0.186	0.091809	29	28	"bdi-2"	"other"	32.22	100	"high risk"
"392"	"Naab, 2021"	"cbt"	"other ctr"	12	2.044	0.261121	12	12	"cesd"	"other"	35.6	100	"some concerns"
"393"	"Naab, 2021"	"cbt"	"other ctr"	24	2.378	0.294849	12	12	"cesd"	"other"	35.6	100	"some concerns"
"394"	"Nakagawa, 2017"	"cbt"	"cau"	0	-0.0196965904990864	0.0500024721878863	40	40	"bdi-2"	"east asia"	40.6	36	"low risk"
"395"	"Nakagawa, 2017"	"cbt"	"cau"	16	0.241338178375363	0.0503711516734924	40	40	"bdi-2"	"east asia"	40.6	36	"low risk"
"396"	"Nakagawa, 2017"	"cbt"	"cau"	29	0.11	0.050176	40	40	"bdi-2"	"east asia"	40.6	36	"low risk"
"397"	"Nakagawa, 2017"	"cbt"	"cau"	42	0.064	0.050176	40	40	"bdi-2"	"east asia"	40.6	36	"low risk"
"398"	"Nakagawa, 2017"	"cbt"	"cau"	68	0.038	0.050176	40	40	"bdi-2"	"east asia"	40.6	36	"low risk"
"399"	"Nakimuli-Mpungu, 2020"	"cbt"	"other ctr"	34	2.61250312646632	0.155165390391075	578	562	"mini"	"other"	38.85	55	"high risk"
"400"	"Nakimuli-Mpungu, 2020"	"cbt"	"other ctr"	60	2.67316057653909	0.104102734013899	578	562	"mini"	"other"	38.85	55	"high risk"
"401"	"Nakimuli-Mpungu, 2020"	"cbt"	"other ctr"	86	1.011	0.306916	578	562	"mini"	"other"	38.85	55	"high risk"
"402"	"Nakimuli-Mpungu, 2020"	"cbt"	"other ctr"	112	1.013	0.308025	578	562	"mini"	"other"	38.85	55	"high risk"
"403"	"Ngai, 2015"	"cbt"	"cau"	0	-0.0167193812617315	0.010076495536202	197	200	"epds"	"east asia"	30.8	100	"low risk"
"404"	"Ngai, 2015"	"cbt"	"cau"	6	0.442320013523553	0.0103234879156782	197	200	"epds"	"east asia"	30.8	100	"low risk"
"405"	"Ngai, 2015"	"cbt"	"cau"	26	0.197	0.010201	197	200	"epds"	"east asia"	30.8	100	"low risk"
"406"	"Nollett, 2016"	"pst"	"cau"	0	-0.220270241147863	0.0743786280758843	24	31	"bdi-2"	"europe"	70.3	59	"high risk"
"407"	"Nollett, 2016"	"pst"	"cau"	13	0.14913889	0.0801642673757025	24	31	"bdi-2"	"europe"	70.3	59	"high risk"
"408"	"Nollett, 2016"	"pst"	"cau"	26	0.070636727	0.0825446629364569	24	31	"bdi-2"	"europe"	70.3	59	"high risk"
"409"	"Northwood, 2020"	"other psy"	"cau"	0	-0.0221500129084744	0.0187336474764334	112	102	"hscl-d"	"usa"	43.84	82	"some concerns"
"410"	"Northwood, 2020"	"other psy"	"cau"	13	0.693	0.019881	112	102	"hscl-d"	"usa"	43.84	82	"some concerns"
"411"	"Northwood, 2020"	"other psy"	"cau"	26	0.672	0.019881	112	102	"hscl-d"	"usa"	43.84	82	"some concerns"
"412"	"Northwood, 2020"	"other psy"	"cau"	52	0.919014199385506	0.0207198807151527	112	102	"hscl-d"	"usa"	43.84	82	"some concerns"
"413"	"O'Mahen, 2013a"	"cbt"	"cau"	0	0.396190322601485	0.0748017634461046	30	25	"bdi-2"	"europe"	27.05	100	"some concerns"
"414"	"O'Mahen, 2013a"	"cbt"	"cau"	16	3.66085941041857	0.198708538614423	30	25	"bdi-2"	"europe"	27.05	100	"some concerns"
"415"	"O'Mahen, 2013a"	"cbt"	"cau"	29	0.42	0.093025	30	25	"bdi-2"	"europe"	27.05	100	"some concerns"
"416"	"O'Neil, 2014"	"cbt"	"cau"	0	-0.0749698076667749	0.0330836305532351	61	60	"phq-9"	"other"	59.96	25	"some concerns"
"417"	"O'Neil, 2014"	"cbt"	"cau"	26	0.351701144875478	0.0335777583381785	61	60	"phq-9"	"other"	59.96	25	"some concerns"
"418"	"Oehler, 2020"	"cbt"	"other ctr"	0	-0.173369808602453	0.0116043189006435	173	174	"phq-9"	"europe"	42.9	79	"some concerns"
"419"	"Oehler, 2020"	"cbt"	"other ctr"	6	0.134744947064485	0.0153055851768781	173	174	"phq-9"	"europe"	42.9	79	"some concerns"
"420"	"Oehler, 2020"	"cbt"	"other ctr"	19	0.204	0.017161	173	174	"phq-9"	"europe"	42.9	79	"some concerns"
"421"	"Oehler, 2020"	"cbt"	"other ctr"	32	0.111317074008523	0.0170728144460768	173	174	"phq-9"	"europe"	42.9	79	"some concerns"
"422"	"Oehler, 2020"	"cbt"	"other ctr"	58	0	0.0174942704354469	173	174	"phq-9"	"europe"	42.9	79	"some concerns"
"423"	"Pagoto, 2013"	"bat"	"other ctr"	0	0.0171480819233922	0.0248696275015882	78	83	"bdi-2"	"usa"	45.9	100	"some concerns"
"424"	"Pagoto, 2013"	"bat"	"other ctr"	26	0.469678898	0.0286297431946276	78	83	"bdi-2"	"usa"	45.9	100	"some concerns"
"425"	"Pagoto, 2013"	"bat"	"other ctr"	52	0.347912785	0.0308242669410649	78	83	"bdi-2"	"usa"	45.9	100	"some concerns"
"426"	"Pan, 2023"	"3rd"	"cau"	0	-0.237781809500656	0.0610446545224943	51	51	"epds"	"east asia"	33	100	"high risk"
"427"	"Pan, 2023"	"3rd"	"cau"	8	0.549	0.047961	51	51	"epds"	"east asia"	33	100	"high risk"
"428"	"Pan, 2023"	"3rd"	"cau"	15	0.254	0.047961	51	51	"epds"	"east asia"	33	100	"high risk"
"429"	"Pan, 2023"	"3rd"	"cau"	27	0.561	0.054289	51	51	"epds"	"east asia"	33	100	"high risk"
"430"	"Pan, 2023"	"3rd"	"cau"	36	0.24	0.061009	51	51	"epds"	"east asia"	33	100	"high risk"
"431"	"Patel, 2017"	"bat"	"cau"	12	0.517914162023191	0.00887385327319719	247	248	"bdi-2"	"other"	42.5	77	"some concerns"
"432"	"Patel, 2017"	"bat"	"cau"	52	0.288	0.008281	247	248	"bdi-2"	"other"	42.5	77	"some concerns"
"433"	"Peden, 2000"	"cbt"	"cau"	10	1.12553955838199	0.104397005288623	46	46	"bdi-1"	"usa"	19.3	100	"some concerns"
"434"	"Peden, 2000"	"cbt"	"cau"	32	0.245	0.073984	46	46	"bdi-1"	"usa"	19.3	100	"some concerns"
"435"	"Peden, 2000"	"cbt"	"cau"	84	0.273	0.082369	46	46	"cesd"	"usa"	19.3	100	"some concerns"
"436"	"Penckofer, 2012"	"cbt"	"cau"	0	-0.126355346455761	0.0542037345357228	38	36	"ces-d"	"usa"	54.41	100	"some concerns"
"437"	"Penckofer, 2012"	"cbt"	"cau"	13	0.780800722503297	0.0670642946343612	38	36	"ces-d"	"usa"	54.41	100	"some concerns"
"438"	"Penckofer, 2012"	"cbt"	"cau"	26	0.943	0.075625	38	36	"ces-d"	"usa"	54.41	100	"some concerns"
"439"	"Pibernik-Okanovic, 2009"	"cbt"	"cau"	26	0.132	0.080089	25	25	"ces-d"	"europe"	NA	NA	"high risk"
"440"	"Pibernik-Okanovic, 2009"	"cbt"	"cau"	52	0.093	0.080089	25	25	"ces-d"	"europe"	NA	NA	"high risk"
"441"	"Pibernik-Okanovic, 2015"	"cbt"	"other ctr"	0	0.0784350284747704	0.0331946055429	74	69	"ces-d"	"europe"	58.12	54	"high risk"
"442"	"Pibernik-Okanovic, 2015"	"cbt"	"other ctr"	52	0.0824581988981727	0.0331973144496116	74	69	"ces-d"	"europe"	58.12	54	"high risk"
"443"	"Poleshuck, 2014"	"ipt"	"cau"	0	0.0110394483068974	0.0660183409483998	34	28	"bdi-1"	"usa"	36.7	100	"high risk"
"444"	"Poleshuck, 2014"	"ipt"	"cau"	12	0.386	0.081796	34	28	"bdi-1"	"usa"	36.7	100	"high risk"
"445"	"Poleshuck, 2014"	"ipt"	"cau"	24	0.206	0.096721	34	28	"bdi-1"	"usa"	36.7	100	"high risk"
"446"	"Poleshuck, 2014"	"ipt"	"cau"	36	0.13	0.080089	34	28	"bdi-1"	"usa"	36.7	100	"high risk"
"447"	"Pot, 2010"	"lrt"	"other ctr"	0	0.161713524278986	0.0234889790720114	83	88	"ces-d"	"europe"	64.3	73	"high risk"
"448"	"Pot, 2010"	"lrt"	"other ctr"	12	0.386884179229663	0.0238534044977468	83	88	"ces-d"	"europe"	64.3	73	"high risk"
"449"	"Pot, 2010"	"lrt"	"other ctr"	36	0.223	0.023409	83	88	"ces-d"	"europe"	64.3	73	"high risk"
"450"	"Pott, 2022"	"bat"	"cau"	0	-0.0847947432258296	0.117757974521804	17	17	"phq-9"	"europe"	42.3	26.5	"high risk"
"451"	"Pott, 2022"	"bat"	"cau"	6	0.176021143501952	0.118125011430627	17	17	"phq-9"	"europe"	42.3	26.5	"high risk"
"452"	"Pott, 2022"	"bat"	"cau"	12	0.856	0.128881	17	17	"phq-9"	"europe"	42.3	26.5	"high risk"
"453"	"Pott, 2022"	"bat"	"cau"	24	0.342685363898193	0.119458591912189	17	17	"phq-9"	"europe"	42.3	26.5	"high risk"
"454"	"Power, 2012"	"cbt"	"wl"	0	-0.157331606010509	0.145861578736878	46	25	"bdi-1"	"europe"	36.1	62	"some concerns"
"455"	"Power, 2012"	"ipt"	"wl"	16	0.533030053827396	0.110364629430718	50	25	"bdi-1"	"europe"	36.1	62	"some concerns"
"456"	"Power, 2012"	"ipt"	"wl"	36	0.242600057002127	0.108121774455739	50	25	"bdi-1"	"europe"	36.1	62	"some concerns"
"457"	"Prendergast, 2001"	"cbt"	"other ctr"	0	0.847177939606415	0.118954926575691	17	20	"epds"	"other"	32.2	100	"high risk"
"458"	"Prendergast, 2001"	"cbt"	"other ctr"	33	0.363	0.110889	17	20	"epds"	"other"	32.2	100	"high risk"
"459"	"Qiu, 2013"	"cbt"	"wl"	0	-0.02350549318248	0.0645206987444296	31	31	"hdrs-17"	"east asia"	50.63	100	"some concerns"
"460"	"Qiu, 2013"	"cbt"	"wl"	10	2.1670561620164	0.103357132751979	31	31	"hdrs-17"	"east asia"	50.63	100	"some concerns"
"461"	"Qiu, 2013"	"cbt"	"wl"	36	1.493	0.082944	31	31	"hdrs-17"	"east asia"	50.63	100	"some concerns"
"462"	"Raevuori, 2021"	"other psy"	"cau"	0	0.198710766277187	0.032427656000583	63	61	"phq-9"	"europe"	25.1	73	"some concerns"
"463"	"Raevuori, 2021"	"other psy"	"cau"	8	-0.258143212699748	0.0325385011103003	63	61	"phq-9"	"europe"	25.1	73	"some concerns"
"464"	"Raevuori, 2021"	"other psy"	"cau"	20	-0.037	0.0324	63	61	"phq-9"	"europe"	25.1	73	"some concerns"
"465"	"Raevuori, 2021"	"other psy"	"cau"	32	0.100577955968674	0.0323077557455934	63	61	"phq-9"	"europe"	25.1	73	"some concerns"
"466"	"Rahman, 2008"	"cbt"	"other ctr"	0	0.0973901792123255	0.00443781509655684	463	440	"hdrs-17"	"other"	26.7	44	"some concerns"
"467"	"Rahman, 2008"	"cbt"	"other ctr"	30	0.624323849791056	0.00513103519840405	463	440	"hdrs-17"	"other"	26.7	44	"some concerns"
"468"	"Rahman, 2008"	"cbt"	"other ctr"	56	0.724	0.005329	463	440	"hdrs-17"	"other"	26.7	44	"some concerns"
"469"	"Raya-Tena, 2021"	"other psy"	"cau"	0	0.0767703507610851	0.0105915647026626	204	176	"bdi-2"	"europe"	68.4	82	"some concerns"
"470"	"Raya-Tena, 2021"	"other psy"	"cau"	17	0.0611989308872354	0.0105887266315595	204	176	"bdi-2"	"europe"	68.4	82	"some concerns"
"471"	"Raya-Tena, 2021"	"other psy"	"cau"	52	0.0215870228773572	0.010584394565488	204	176	"bdi-2"	"europe"	68.4	82	"some concerns"
"472"	"Richards, 2018"	"bat"	"cau"	0	0.907233388750201	0.153116656166202	26	25	"bdi-2"	"europe"	65.3	48	"high risk"
"473"	"Richards, 2018"	"bat"	"cau"	20	-0.424099563197578	0.151893821720794	26	25	"bdi-2"	"europe"	65.3	48	"high risk"
"474"	"Richards, 2018"	"bat"	"cau"	32	-0.988	0.268324	26	25	"bdi-2"	"europe"	65.3	48	"high risk"
"475"	"Ritvo, 2021"	"3rd"	"cau"	0	0.37844844691215	0.0905815175784554	22	23	"bdi-2"	"usa"	24.49	62	"low risk"
"476"	"Ritvo, 2021"	"3rd"	"cau"	26	0.442933165265123	0.0911912410750652	22	23	"bdi-2"	"usa"	24.49	62	"low risk"
"477"	"Russell, 2020"	"bat"	"cau"	0	-0.203459049386347	0.0628924992466895	35	35	"bdi-2"	"europe"	37.71	27	"high risk"
"478"	"Russell, 2020"	"bat"	"cau"	10	0.425855238017274	0.0774652680345918	35	35	"bdi-2"	"europe"	37.71	27	"high risk"
"479"	"Russell, 2020"	"bat"	"cau"	16	0.754	0.104976	35	35	"bdi-2"	"europe"	37.71	27	"high risk"
"480"	"Russell, 2020"	"bat"	"cau"	24	0.724873086970221	0.0913715945453833	35	35	"bdi-2"	"europe"	37.71	27	"high risk"
"481"	"Safren, 2014"	"cbt"	"cau"	0	0.277620854303174	0.0464826413915382	45	42	"madrs"	"usa"	56.83	49	"some concerns"
"482"	"Safren, 2014"	"cbt"	"cau"	16	0.458	0.047089	45	42	"madrs"	"usa"	56.83	49	"some concerns"
"483"	"Safren, 2014"	"cbt"	"cau"	32	0.122	0.051529	45	42	"madrs"	"usa"	56.83	49	"some concerns"
"484"	"Safren, 2014"	"cbt"	"cau"	48	0.224	0.051529	45	42	"madrs"	"usa"	56.83	49	"some concerns"
"485"	"Safren, 2016"	"sup"	"cau"	0	-0.239522721982987	0.0309159844500534	97	49	"ces-d"	"usa"	47.45	31	"some concerns"
"486"	"Safren, 2016"	"sup"	"cau"	17	0.489893750589466	0.025378100842261	96	49	"ces-d"	"usa"	47.45	31	"some concerns"
"487"	"Safren, 2016"	"sup"	"cau"	35	0.440211276769632	0.0252038000396734	96	49	"ces-d"	"usa"	47.45	31	"some concerns"
"488"	"Safren, 2016"	"sup"	"cau"	52	0.26280170608203	0.0249206000401242	96	49	"ces-d"	"usa"	47.45	31	"some concerns"
"489"	"Safren, 2021"	"cbt"	"cau"	0	-0.268697167403347	0.0250720306279213	80	81	"hdrs-17"	"other"	NA	70	"some concerns"
"490"	"Safren, 2021"	"cbt"	"cau"	17	0.653783764438715	0.0261857434595113	80	81	"hdrs-17"	"other"	NA	70	"some concerns"
"491"	"Safren, 2021"	"cbt"	"cau"	35	0.739296283930804	0.0321690076513301	80	81	"hdrs-17"	"other"	NA	70	"some concerns"
"492"	"Safren, 2021"	"cbt"	"cau"	52	0.739296283930804	0.0321690076513301	80	81	"hdrs-17"	"other"	NA	70	"some concerns"
"493"	"Saisanan, 2020"	"bat"	"cau"	0	-0.212392206313121	0.0490607990403423	41	41	"gds"	"other"	69.9	79	"some concerns"
"494"	"Saisanan, 2020"	"bat"	"cau"	13	1.11597461654122	0.0586796388000088	41	41	"gds"	"other"	69.9	79	"some concerns"
"495"	"Saisanan, 2020"	"bat"	"cau"	26	0.991796603276564	0.0577143081946576	41	41	"gds"	"other"	69.9	79	"some concerns"
"496"	"Saisanan, 2020"	"bat"	"cau"	39	-2.24209638535771	0.0864234557329298	41	41	"gds"	"other"	69.9	79	"some concerns"
"497"	"Saloheimo, 2016"	"ipt"	"cau"	0	-0.0514748919999047	0.0434929049453044	46	46	"hdrs-17"	"europe"	41.66	72	"low risk"
"498"	"Saloheimo, 2016"	"ipt"	"cau"	13	-0.357366796599386	0.0490435494383428	44	46	"hdrs-17"	"europe"	41.66	72	"low risk"
"499"	"Saloheimo, 2016"	"ipt"	"cau"	26	0.181329346074404	0.0438951489207164	44	46	"hdrs-17"	"europe"	41.66	72	"low risk"
"500"	"Saloheimo, 2016"	"ipt"	"cau"	52	0.193237380627558	0.046852610095498	44	46	"hdrs-17"	"europe"	41.66	72	"low risk"
"501"	"Sanabria-Mazo, 2023"	"3rd"	"cau"	0	-0.0568366163883627	0.0256514812473851	78	78	"dass21-d"	"europe"	54.5	68	"low risk"
"502"	"Sanabria-Mazo, 2023"	"bat"	"cau"	8	0.381547079302159	0.0300623042887523	78	78	"dass21-d"	"europe"	54.5	68	"low risk"
"503"	"Sanabria-Mazo, 2023"	"bat"	"cau"	52	0.477101198626396	0.0354074670969894	78	78	"dass21-d"	"europe"	54.5	68	"low risk"
"504"	"Sander, 2020"	"cbt"	"cau"	0	0.0110597427493297	0.0135609328493173	149	146	"phq-9"	"europe"	51.7	60	"low risk"
"505"	"Sander, 2020"	"cbt"	"cau"	9	0.42284428693507	0.0138653294640968	149	146	"phq-9"	"europe"	51.7	60	"low risk"
"506"	"Sander, 2020"	"cbt"	"cau"	26	0.275340337087276	0.013689880817222	149	146	"phq-9"	"europe"	51.7	60	"low risk"
"507"	"Sander, 2020"	"cbt"	"cau"	52	0.402158143697536	0.0138362550582393	149	146	"phq-9"	"europe"	51.7	60	"low risk"
"508"	"Scazufca, 2022"	"bat"	"cau"	0	-0.0646576397452748	0.00559760885229973	360	355	"phq-9"	"other"	NA	74	"low risk"
"509"	"Scazufca, 2022"	"bat"	"cau"	34	0.381483126569759	0.00760957903416534	360	355	"phq-9"	"other"	NA	74	"low risk"
"510"	"Scazufca, 2022"	"bat"	"cau"	52	0.315	0.010609	360	355	"phq-9"	"other"	NA	74	"low risk"
"511"	"Schlicker, 2020"	"cbt"	"wl"	0	-0.137750438807621	0.0529051928260444	40	36	"ces-d"	"europe"	51.3	65	"some concerns"
"512"	"Schlicker, 2020"	"cbt"	"wl"	9	0.425532778272758	0.0539936859541545	40	36	"ces-d"	"europe"	51.3	65	"some concerns"
"513"	"Schlicker, 2020"	"cbt"	"wl"	26	0.246656679454041	0.0531863045309176	40	36	"ces-d"	"europe"	51.3	65	"some concerns"
"514"	"Schulberg, 1996"	"ipt"	"cau"	0	-0.220843997135294	0.0217551584351624	93	92	"hdrs-17"	"usa"	38.09	83	"high risk"
"515"	"Schulberg, 1996"	"ipt"	"cau"	26	0.505	0.022201	93	92	"hdrs-17"	"usa"	38.09	83	"high risk"
"516"	"Schulberg, 1996"	"ipt"	"cau"	32	0.437241987962224	0.0221432249205717	93	92	"hdrs-17"	"usa"	38.09	83	"high risk"
"517"	"Scott, 1997"	"cbt"	"cau"	0	-0.0967351882975147	0.0834340856170517	24	24	"bdi-1"	"europe"	41	67	"high risk"
"518"	"Scott, 1997"	"cbt"	"cau"	7	0.461449752103397	0.121340318198607	24	24	"bdi-1"	"europe"	41	67	"high risk"
"519"	"Scott, 1997"	"cbt"	"cau"	19	0.25	0.154449	24	24	"bdi-1"	"europe"	41	67	"high risk"
"520"	"Scott, 1997"	"cbt"	"cau"	32	0.44	0.161604	24	24	"bdi-1"	"europe"	41	67	"high risk"
"521"	"Scott, 1997"	"cbt"	"cau"	58	0.499	0.192721	24	24	"bdi-1"	"europe"	41	67	"high risk"
"522"	"Segal, 2020"	"3rd"	"cau"	0	-0.0610733245266171	0.00869971978667631	230	230	"phq-9"	"usa"	48	76	"low risk"
"523"	"Segal, 2020"	"3rd"	"cau"	13	0.568563332269902	0.0120145784288581	230	230	"phq-9"	"usa"	48	76	"low risk"
"524"	"Segal, 2020"	"3rd"	"cau"	65	0.434259412126797	0.0124623660095645	230	230	"phq-9"	"usa"	48	76	"low risk"
"525"	"Serfaty, 2009"	"cbt"	"cau"	0	-0.0483538208146473	0.0292197163904926	70	67	"bdi-2"	"europe"	74.1	79	"some concerns"
"526"	"Serfaty, 2009"	"cbt"	"cau"	17	0.171095289216605	0.0339314121297966	70	67	"bdi-2"	"europe"	74.1	79	"some concerns"
"527"	"Serfaty, 2009"	"cbt"	"cau"	43	0.235	0.036481	70	67	"bdi-2"	"europe"	74.1	79	"some concerns"
"528"	"Serfaty, 2020"	"cbt"	"cau"	0	0.0693803113194296	0.0174018380179502	115	115	"bdi-2"	"europe"	59.5	66	"low risk"
"529"	"Serfaty, 2020"	"cbt"	"cau"	12	0.00900032435934722	0.0271512579780371	115	115	"bdi-2"	"europe"	59.5	66	"low risk"
"530"	"Serfaty, 2020"	"cbt"	"cau"	18	0.049	0.029929	115	115	"bdi-2"	"europe"	59.5	66	"low risk"
"531"	"Serfaty, 2020"	"cbt"	"cau"	24	0.0872043121502386	0.0307988256741719	115	115	"bdi-2"	"europe"	59.5	66	"low risk"
"532"	"Sikander, 2019"	"cbt"	"cau"	13	0.271378597272577	0.00930878298765822	283	287	"phq-9"	"other"	27	100	"low risk"
"533"	"Sikander, 2019"	"cbt"	"cau"	26	0.13	0.008836	283	287	"phq-9"	"other"	27	100	"low risk"
"534"	"Simoni, 2013"	"cbt"	"cau"	0	0.646420532646398	0.105437143086946	20	20	"bdi-1"	"usa"	46	28	"some concerns"
"535"	"Simoni, 2013"	"cbt"	"cau"	26	-0.434	0.120409	20	20	"bdi-1"	"usa"	46	28	"some concerns"
"536"	"Simoni, 2013"	"cbt"	"cau"	39	-0.085	0.121104	20	20	"bdi-1"	"usa"	46	28	"some concerns"
"537"	"Simpson, 2003"	"dyn"	"cau"	0	0.390623596644278	0.0281192531058354	73	72	"bdi-1"	"europe"	42.99	80	"some concerns"
"538"	"Simpson, 2003"	"dyn"	"cau"	26	-0.0576173652526192	0.0307821503320328	73	72	"bdi-1"	"europe"	42.99	80	"some concerns"
"539"	"Simpson, 2003"	"dyn"	"cau"	52	-0.032	0.034596	73	72	"bdi-1"	"europe"	42.99	80	"some concerns"
"540"	"Sinniah, 2017"	"cbt"	"cau"	0	0.422143143371446	0.059401662829616	33	36	"bdi-1"	"east asia"	43.13	70	"some concerns"
"541"	"Sinniah, 2017"	"cbt"	"cau"	8	1.21954997256311	0.0691046958741803	33	36	"bdi-1"	"east asia"	43.13	70	"some concerns"
"542"	"Sinniah, 2017"	"cbt"	"cau"	20	1.174	0.068121	33	36	"bdi-1"	"east asia"	43.13	70	"some concerns"
"543"	"Sinniah, 2017"	"cbt"	"cau"	32	1.18	0.124609	33	36	"bdi-1"	"east asia"	43.13	70	"some concerns"
"544"	"Smit, 2006"	"cbt"	"cau"	0	-0.0929398236405589	0.03665388942882	44	72	"cidi -adapt."	"europe"	42.79	64	"high risk"
"545"	"Smit, 2006"	"cbt"	"cau"	27	0.0432374558578874	0.0622269970707293	44	72	"cidi -adapt."	"europe"	42.79	64	"high risk"
"546"	"Smit, 2006"	"cbt"	"cau"	144	0.762	0.045369	44	72	"bdi"	"europe"	42.79	64	"high risk"
"547"	"Smit, 2006"	"cbt"	"cau"	520	0.377	0.062001	44	72	"bdi"	"europe"	42.79	64	"high risk"
"548"	"Solis, 2024"	"other psy"	"cau"	0	-0.0694949247734298	0.0573653307148701	37	33	"ids-sr"	"europe"	57	68.6	"some concerns"
"549"	"Solis, 2024"	"other psy"	"cau"	13	-0.0689181253669035	0.0573647476151917	37	33	"ids-sr"	"europe"	57	68.6	"some concerns"
"550"	"Solis, 2024"	"other psy"	"cau"	26	-0.0570552544419092	0.0573538329719584	37	33	"ids-sr"	"europe"	57	68.6	"some concerns"
"551"	"Solis, 2024"	"other psy"	"cau"	52	0.127646667076686	0.0574490608801177	37	33	"ids-sr"	"europe"	57	68.6	"some concerns"
"552"	"Spek, 2007"	"cbt"	"wl"	0	-0.0263669491101283	0.0201027702686373	99	100	"bdi-2"	"europe"	55	63	"some concerns"
"553"	"Spek, 2007"	"cbt"	"wl"	10	0.30396017786441	0.0203349302582525	99	100	"bdi-2"	"europe"	55	63	"some concerns"
"554"	"Spek, 2007"	"cbt"	"wl"	52	0.08	0.0289	99	100	"bdi-2"	"europe"	55	63	"some concerns"
"555"	"Spruill, 2021"	"other psy"	"cau"	0	-0.124950632897279	0.0556663466036389	36	36	"phq-9"	"usa"	43.3	71	"some concerns"
"556"	"Spruill, 2021"	"other psy"	"cau"	8	0.119920834154173	0.0599312795880997	36	36	"phq-9"	"usa"	43.3	71	"some concerns"
"557"	"Spruill, 2021"	"other psy"	"cau"	26	0.276448443456683	0.0625069456480066	36	36	"phq-9"	"usa"	43.3	71	"some concerns"
"558"	"Spruill, 2021"	"other psy"	"cau"	52	0.0538216547697294	0.0646072920859448	36	36	"phq-9"	"usa"	43.3	71	"some concerns"
"559"	"Steel, 2020"	"other psy"	"cau"	0	-2.93313113072445	0.0837000695822439	49	51	"bdi-2"	"europe"	43	25	"some concerns"
"560"	"Steel, 2020"	"other psy"	"cau"	13	0.322232678267658	0.0417852977993182	49	51	"bdi-2"	"europe"	43	25	"some concerns"
"561"	"Steel, 2020"	"other psy"	"cau"	26	0.125836730928531	0.0417504755939124	49	51	"bdi-2"	"europe"	43	25	"some concerns"
"562"	"Steel, 2020"	"other psy"	"cau"	39	-0.0371755604906569	0.0421546865796487	49	51	"bdi-2"	"europe"	43	25	"some concerns"
"563"	"Strong, 2008"	"pst"	"cau"	0	0.0651059017200887	0.0200126779871166	101	99	"scl"	"europe"	56.6	71	"some concerns"
"564"	"Strong, 2008"	"pst"	"cau"	13	0.367857116750976	0.0207581777443224	101	99	"scl"	"europe"	56.6	71	"some concerns"
"565"	"Strong, 2008"	"pst"	"cau"	26	0.598	0.021316	101	99	"scl"	"europe"	56.6	71	"some concerns"
"566"	"Strong, 2008"	"pst"	"cau"	52	0.337	0.020736	101	99	"scl"	"europe"	56.6	71	"some concerns"
"567"	"Talbot, 2011"	"ipt"	"cau"	0	-0.0392796316139896	0.0573413260807348	37	33	"bdi-2"	"usa"	36	100	"high risk"
"568"	"Talbot, 2011"	"ipt"	"cau"	36	0.284494999500973	0.0784992490065175	37	33	"bdi-2"	"usa"	36	100	"high risk"
"569"	"Taylor, 2009"	"cbt"	"wl"	0	-0.115514602105839	0.100424252362421	23	25	"bdi-1"	"usa"	62.24	67	"high risk"
"570"	"Taylor, 2009"	"cbt"	"wl"	26	1.21651883861483	0.119507162044727	23	25	"bdi-1"	"usa"	62.24	67	"high risk"
"571"	"Teasdale, 1984"	"cbt"	"cau"	15	1.4637061739557	0.222405565192934	24	20	"bdi-1"	"europe"	37.5	94	"high risk"
"572"	"Teasdale, 1984"	"cbt"	"cau"	28	0.468	0.139129	24	20	"bdi-1"	"europe"	37.5	94	"high risk"
"573"	"Thielecke, 2024"	"sup"	"cau"	0	-0.105267475471924	0.012761236990862	160	154	"qids-sr"	"europe"	52	47.5	"high risk"
"574"	"Thielecke, 2024"	"sup"	"cau"	26	0.399814293924898	0.0129992762181402	160	154	"qids-sr"	"europe"	52	47.5	"high risk"
"575"	"Thomas, 2019"	"bat"	"cau"	0	-0.144659475104312	0.10345418494618	25	23	"phq-9"	"europe"	65.6	40	"some concerns"
"576"	"Thomas, 2019"	"bat"	"cau"	26	0.702682068918512	0.109771395698425	25	23	"phq-9"	"europe"	65.6	40	"some concerns"
"577"	"Tobin, 2017"	"cbt"	"other ctr"	0	0.0776251185129432	0.0127183977953496	162	153	"ces-d"	"usa"	43.6	43	"some concerns"
"578"	"Tobin, 2017"	"cbt"	"other ctr"	26	0.0470566942672277	0.012712318950496	162	153	"ces-d"	"usa"	43.6	43	"some concerns"
"579"	"Tobin, 2017"	"cbt"	"other ctr"	52	0.227	0.015129	162	153	"ces-d"	"usa"	43.6	43	"some concerns"
